cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene	inCoding
302	chrI	158821	158906	+	158847	124.142449	18.709067	158847	158887	41	YAR008W	NA
307	chrI	169198	169336	+	169325	6144.564179	1741.502283	169277	169325	49	YAR015W	NA
314	chrI	174941	174995	+	174968	2.338633	1.169317	174944	174995	52	YAR019W-A	NA
324	chrI	182887	183147	+	183120	910.507898	168.576486	182899	183120	222	YAR027W	NA
325	chrI	183222	183380	+	183380	209.307679	138.369138	183224	183380	157	YAR027W	NA
326	chrI	183576	183689	+	183688	81.657275	16.565319	183585	183688	104	YAR027W	NA
329	chrI	184803	184892	+	184876	306.945623	84.580572	184832	184876	45	YAR028W	NA
333	chrI	185874	185964	+	185918	11.498279	5.651697	185902	185918	17	YAR029W	NA
334	chrI	186039	186050	+	186040	1.364202	0.779544	186039	186050	12	YAR029W	NA
336	chrI	186290	186318	+	186297	1.364202	0.389772	186290	186318	29	YAR029W	NA
341	chrI	187998	188091	+	188050	222.559937	58.076061	188045	188061	17	YAR033W	NA
345	chrI	189296	189315	+	189313	4.482381	2.728406	189300	189313	14	YAR035W	NA
347	chrI	190161	190232	+	190163	4.482379	1.559089	190163	190204	42	YAR035W	NA
352	chrI	192530	192660	+	192567	75.81069	13.447142	192549	192612	64	YAR042W	NA
377	chrI	207877	207902	+	207887	4.872153	2.923292	207887	207894	8	YAR053W	YAR050W
378	chrI	208174	208224	+	208222	5.651695	1.364203	208176	208224	49	YAR053W	NA
384	chrI	227496	227544	+	227496	1.364202	0.584658	227496	227544	49	YAR073W	NA
388	chrII	8492	8584	+	8550	13.447139	3.118178	8513	8556	44	YBL107W-A	NA
389	chrII	8750	8791	+	8783	3.313063	0.974431	8757	8783	27	YBL107W-A	NA
390	chrII	8926	8929	+	8929	1.559089	1.169317	8926	8929	4	YBL107W-A	NA
399	chrII	23909	23992	+	23980	174.033293	95.68908	23980	23992	13	YBL102W	NA
400	chrII	24081	24378	+	24085	49.501065	6.626128	24085	24272	188	YBL102W	NA
403	chrII	28353	28384	+	28361	3.702836	2.923292	28353	28380	28	YBL100W-C	NA
406	chrII	29035	29112	+	29112	1.559088	0.389772	29035	29112	78	YBL100W-A	NA
407	chrII	29364	29601	+	29576	80.48796	14.616458	29454	29582	129	YBL100W-A	NA
420	chrII	36650	36766	+	36757	2755.299829	1166.588257	36717	36757	41	YBL099W	NA
427	chrII	39091	39151	+	39115	231.914468	83.411255	39113	39121	9	YBL098W	NA
434	chrII	40699	40817	+	40813	98.417483	30.402233	40756	40813	58	YBL097W	NA
442	chrII	43193	43277	+	43261	201.317351	73.66695	43251	43267	17	YBL095W	NA
446	chrII	45281	45371	+	45305	12.277824	2.533519	45295	45364	70	YBL092W	NA
447	chrII	45492	45634	+	45613	22857.997018	5662.415941	45603	45626	24	YBL092W	NA
456	chrII	48730	48842	+	48794	1210.437626	419.589796	48794	48818	25	YBL090W	NA
457	chrII	48895	49094	+	49082	40.73119	11.498281	48952	49082	131	YBL089W	YBL019W
458	chrII	49215	49301	+	49231	2.338632	0.779544	49215	49287	73	YBL089W	YBL019W
459	chrII	49491	49630	+	49558	184.557143	48.526642	49535	49579	45	YBL089W	NA
469	chrII	62900	62931	+	62931	1.169316	0.779544	62900	62931	32	YBL085W	NA
470	chrII	63467	63533	+	63483	7.015899	1.559089	63475	63532	58	YBL085W	NA
471	chrII	63607	63763	+	63740	877.961925	353.913177	63679	63740	62	YBL085W	NA
484	chrII	71514	71595	+	71552	103.289637	29.817575	71549	71566	18	YBL081W	NA
485	chrII	71801	71957	+	71808	10.523847	3.118178	71801	71932	132	YBL081W	NA
489	chrII	74353	74438	+	74424	3.313062	0.584658	74369	74425	57	YBL079W	NA
490	chrII	75016	75082	+	75024	2.533519	0.974431	75024	75078	55	YBL079W	NA
491	chrII	75116	75227	+	75196	710.749639	241.463891	75178	75206	29	YBL079W	NA
513	chrII	89871	89971	+	89943	582.124809	332.865477	89935	89943	9	YBL071W-A	NA
515	chrII	90596	90727	+	90685	214.374715	86.139661	90665	90709	45	YBL069W	NA
520	chrII	91623	91657	+	91623	5.846582	2.533519	91623	91656	34	YBL068W-A	YBL032W
521	chrII	92306	92396	+	92365	882.054534	176.37193	92345	92382	38	YBL068W	NA
529	chrII	101452	101516	+	101497	3.702835	1.169317	101478	101514	37	YBL063W	NA
530	chrII	101805	101886	+	101869	162.535014	102.315208	101864	101882	19	YBL063W	NA
541	chrII	104841	104942	+	104841	3.507948	0.584658	104841	104928	88	YBL062W	YBL041W
542	chrII	107596	107752	+	107712	73.861835	15.396003	107657	107743	87	YBL060W	NA
543	chrII	107870	108042	+	107914	72.302743	12.082939	107876	107932	57	YBL060W	NA
552	chrII	111367	111473	+	111409	1410.195892	478.445401	111396	111442	47	YBL058W	NA
558	chrII	113606	113743	+	113716	1368.685147	291.549621	113626	113720	95	YBL056W	NA
565	chrII	117076	117269	+	117099	22.80167	4.287494	117099	117263	165	YBL054W	NA
567	chrII	117313	117549	+	117480	65.676611	11.693167	117364	117498	135	YBL054W	NA
583	chrII	125005	125094	+	125048	1894.682763	525.218068	125038	125062	25	YBL050W	NA
591	chrII	126561	126806	+	126606	55.34765	17.929522	126591	126717	127	YBL049W	NA
594	chrII	132039	132075	+	132039	2.533519	1.169317	132039	132075	37	YBL046W	NA
595	chrII	132388	132878	+	132399	320.197867	40.146539	132399	132669	271	YBL046W	NA
602	chrII	136420	136594	+	136555	57.4914	16.175547	136447	136557	111	YBL043W	NA
608	chrII	140899	141247	+	141196	4639.848503	1068.75543	141191	141232	42	YBL041W	NA
613	chrII	143002	143418	+	143091	748.362654	94.909536	143086	143278	193	YBL039W-B	NA
614	chrII	146071	146136	+	146136	631.041226	264.460452	146113	146136	24	YBL038W	NA
616	chrII	147084	147336	+	147111	380.027909	103.874297	147100	147162	63	YBL037W	NA
627	chrII	160024	160147	+	160094	308.699595	109.331108	160092	160124	33	YBL032W	NA
634	chrII	161637	161724	+	161677	73.861833	27.478942	161657	161708	52	YBL031W	NA
642	chrII	165619	165685	+	165642	15.201117	3.50795	165621	165682	62	YBL029W	NA
643	chrII	166034	166170	+	166094	25.919851	4.872153	166079	166121	43	YBL029W	NA
650	chrII	168295	168415	+	168392	17556.315259	11297.937598	168392	168404	13	YBL027W	NA
653	chrII	169644	169796	+	169682	6.236353	1.169317	169678	169792	115	YBL026W	NA
654	chrII	169959	170034	+	170010	2.143747	0.974431	169970	170027	58	YBL026W	NA
658	chrII	170174	170623	+	170552	1269.877887	262.316705	170543	170587	45	YBL026W	NA
660	chrII	171344	171508	+	171418	270.112145	69.379455	171415	171483	69	YBL025W	NA
665	chrII	172434	172530	+	172511	831.384144	381.197232	172503	172525	23	YBL024W	NA
675	chrII	181555	181604	+	181589	12.862482	3.313064	181574	181602	29	YBL020W	NA
676	chrII	181745	181833	+	181756	2.533519	1.364203	181754	181822	69	YBL020W	NA
677	chrII	182245	182357	+	182319	338.517172	154.3498	182319	182346	28	YBL020W	NA
683	chrII	184257	184433	+	184321	90.427148	12.862483	184295	184391	97	YBL019W	NA
689	chrII	191860	192061	+	191979	19.87838	3.50795	191871	192043	173	YBL016W	NA
690	chrII	192341	192437	+	192423	4038.235093	1415.847593	192415	192428	14	YBL016W	NA
695	chrII	193619	193701	+	193619	1.559088	0.389772	193619	193701	83	YBL015W	NA
697	chrII	193908	194068	+	194045	217.298008	71.328316	194019	194047	29	YBL015W	NA
713	chrII	201986	202105	+	202036	14.42157	3.50795	201990	202049	60	YBL013W	NA
716	chrII	203134	203208	+	203161	2.728404	0.584658	203139	203193	55	YBL011W	YBL097W
717	chrII	203344	203702	+	203437	175.007721	36.05393	203436	203595	160	YBL011W	NA
730	chrII	207091	207230	+	207160	37.028357	8.964761	207141	207174	34	YBL009W	NA
734	chrII	209523	209630	+	209576	159.806608	53.59368	209568	209608	41	YBL008W	YBL100W-B
741	chrII	215859	215890	+	215859	1.364202	0.584658	215859	215890	32	YBL006W-A	NA
745	chrII	217343	217433	+	217408	217.103123	55.737428	217380	217417	38	YBL005W	NA
757	chrII	220844	220977	+	220948	167.796934	34.105069	220888	220977	90	YBL005W-A	NA
758	chrII	221275	221364	+	221275	26.894279	5.067039	221275	221362	88	YBL005W-A	NA
766	chrII	227464	227590	+	227526	701.200221	87.503864	227511	227572	62	YBL004W	NA
803	chrII	236024	236074	+	236039	22.996562	7.990331	236037	236052	16	YBL002W	NA
804	chrII	236228	236883	+	236469	441.806801	90.816927	236408	236548	141	YBL002W	NA
815	chrII	242327	242393	+	242332	1.753974	0.584658	242327	242393	67	YBR003W	NA
816	chrII	242687	242808	+	242777	683.075814	213.010519	242775	242803	29	YBR003W	NA
823	chrII	245543	245597	+	245550	2.92329	0.779544	245546	245579	34	YBR005W	NA
824	chrII	245809	245947	+	245875	1084.151426	135.835619	245842	245910	69	YBR005W	NA
828	chrII	246782	246897	+	246879	707.631463	377.29951	246877	246894	18	YBR006W	NA
843	chrII	255868	255894	+	255869	1.559089	0.974431	255868	255894	27	YBR010W	NA
844	chrII	256076	256127	+	256102	1.364202	0.584658	256076	256127	52	YBR010W	NA
845	chrII	256210	256312	+	256303	663.002547	403.024477	256302	256307	6	YBR010W	NA
852	chrII	259013	259050	+	259015	1.169316	0.584658	259013	259050	38	YBR012W-A	NA
853	chrII	259099	259205	+	259132	5.067038	0.974431	259121	259193	73	YBR012W-A	NA
858	chrII	269719	269797	+	269719	2.533518	0.584658	269719	269790	72	YBR016W	NA
859	chrII	269837	269838	+	269838	1.169317	0.974431	269837	269838	2	YBR016W	NA
860	chrII	270150	270283	+	270217	3010.210861	609.213981	270198	270236	39	YBR016W	NA
868	chrII	281184	281343	+	281332	69.769224	30.402233	281307	281332	26	YBR021W	NA
876	chrII	283589	283732	+	283676	546.265765	158.637294	283661	283719	59	YBR022W	NA
882	chrII	288596	288598	+	288596	1.364203	1.169317	288596	288598	3	YBR024W	NA
883	chrII	289089	289121	+	289121	2.338633	1.364203	289101	289121	21	YBR024W	NA
884	chrII	289300	289597	+	289336	293.303583	51.839705	289328	289413	86	YBR024W	NA
897	chrII	297964	298081	+	298012	25.724964	2.533519	297988	298076	89	YBR030W	NA
898	chrII	298199	298264	+	298223	177.931016	58.270947	298209	298246	38	YBR030W	NA
907	chrII	300071	300160	+	300150	5013.250308	3130.065821	300142	300150	9	YBR031W	NA
911	chrII	301788	301820	+	301811	3.118177	1.364203	301809	301815	7	YBR033W	YBR032W
930	chrII	311711	311955	+	311847	116.736775	17.149978	311763	311861	99	YBR038W	NA
939	chrII	315476	315549	+	315488	1289.171619	307.335396	315484	315539	56	YBR039W	NA
946	chrII	316714	316786	+	316764	8.574986	1.753975	316723	316782	60	YBR040W	NA
947	chrII	316853	316934	+	316925	4587.619041	1638.212645	316902	316930	29	YBR040W	NA
950	chrII	317882	317898	+	317898	2.143747	1.559089	317887	317898	12	YBR041W	NA
951	chrII	318128	318253	+	318213	418.615362	153.180483	318186	318237	52	YBR041W	NA
980	chrII	331634	331868	+	331813	231.914471	44.044261	331768	331824	57	YBR047W	NA
982	chrII	332651	332821	+	332811	20799.8048	6704.082201	332794	332816	23	YBR048W	NA
992	chrII	337185	337292	+	337198	15.590886	5.846583	337188	337261	74	YBR051W	NA
993	chrII	337357	337368	+	337368	1.364203	0.974431	337357	337368	12	YBR051W	NA
1008	chrII	342493	342682	+	342570	85.554996	11.693167	342520	342652	133	YBR054W	NA
1009	chrII	342712	342802	+	342787	709.775212	316.105271	342769	342791	23	YBR054W	NA
1010	chrII	342891	343020	+	342935	69.964111	20.657928	342932	342998	67	YBR054W	NA
1019	chrII	347748	347938	+	347809	1324.64089	731.017801	347809	347867	59	YBR056W	NA
1028	chrII	351109	351249	+	351228	1878.312328	701.784884	351211	351244	34	YBR056W-A	NA
1077	chrII	381342	381381	+	381356	2.923291	1.559089	381342	381376	35	YBR072W	NA
1078	chrII	381441	381564	+	381532	25.335191	7.0159	381476	381546	71	YBR072W	NA
1079	chrII	381689	381748	+	381689	29.427802	10.52385	381689	381729	41	YBR072W	NA
1080	chrII	381784	381968	+	381956	2286.598731	1536.092323	381899	381959	61	YBR072W	NA
1094	chrII	386228	386286	+	386281	822.614272	460.515879	386263	386283	21	YBR074W	NA
1111	chrII	390084	390177	+	390161	3.897721	1.559089	390110	390161	52	YBR076W	NA
1118	chrII	392096	392160	+	392138	4.677265	1.948861	392127	392152	26	YBR078W	NA
1119	chrII	392808	392962	+	392962	7864.823871	3043.731274	392947	392962	16	YBR078W	NA
1137	chrII	408270	408431	+	408394	11.498278	4.677267	408321	408394	74	YBR083W	NA
1139	chrII	408903	408990	+	408953	8.185215	1.559089	408923	408981	59	YBR083W	NA
1140	chrII	409025	409622	+	409122	914.795377	336.568313	409103	409312	210	YBR083W	NA
1146	chrII	410931	411040	+	411040	1094.090621	584.658332	410975	411040	66	YBR084W	NA
1157	chrII	415800	415946	+	415908	152.595821	32.935753	415874	415921	48	YBR085W	NA
1173	chrII	423343	423384	+	423359	2.533518	0.584658	423343	423384	42	YBR087W	NA
1174	chrII	423623	423659	+	423626	1.753975	0.974431	423623	423659	37	YBR087W	NA
1175	chrII	423710	423773	+	423754	238.345711	140.707772	423735	423759	25	YBR087W	NA
1179	chrII	425028	425065	+	425038	2.728404	0.779544	425030	425065	36	YBR089W	NA
1190	chrII	431902	432012	+	431970	206.969049	49.695958	431967	431985	19	YBR094W	NA
1203	chrII	435887	435999	+	435939	1328.733496	557.569162	435935	435960	26	YBR096W	NA
1207	chrII	436852	436956	+	436901	376.519961	95.104422	436887	436920	34	YBR097W	NA
1219	chrII	441409	441597	+	441492	100.36634	16.565319	441467	441517	51	YBR098W	NA
1232	chrII	447466	447900	+	447572	192.547463	25.53008	447534	447741	208	YBR103W	NA
1238	chrII	449530	449607	+	449607	190.793498	59.63515	449575	449607	33	YBR104W	NA
1243	chrII	452146	452228	+	452175	11.108505	6.041469	452154	452209	56	YBR106W	NA
1244	chrII	452323	452343	+	452323	1.169316	0.389772	452323	452343	21	YBR106W	NA
1245	chrII	452510	452646	+	452622	2262.043082	517.422623	452583	452630	48	YBR106W	NA
1249	chrII	453910	454061	+	453987	5.456808	0.779544	453921	454055	135	YBR108W	NA
1250	chrII	454304	454420	+	454342	9.159646	1.753975	454318	454387	70	YBR108W	NA
1251	chrII	454729	454826	+	454782	166.822509	39.172108	454774	454808	35	YBR108W	NA
1267	chrII	458533	458727	+	458657	178.905444	33.715297	458653	458696	44	YBR110W	YBR109W-A
1268	chrII	458759	458865	+	458824	647.801426	304.606991	458821	458840	20	YBR110W	YBR109W-A
1275	chrII	461876	461908	+	461898	1.753974	0.779544	461876	461908	33	YBR111W-A	NA
1276	chrII	461942	462154	+	462102	897.255646	237.761055	462098	462141	44	YBR111W-A	NA
1281	chrII	466689	466722	+	466709	4.092607	2.143747	466706	466722	17	YBR114W	NA
1282	chrII	467100	467620	+	467157	271.476335	23.386333	467157	467401	245	YBR114W	NA
1289	chrII	476847	476949	+	476875	19.878382	6.041469	476868	476907	40	YBR118W	NA
1290	chrII	477145	477184	+	477151	1.169316	0.389772	477145	477184	40	YBR118W	NA
1292	chrII	477403	477649	+	477649	76390.288277	49826.921645	477630	477649	20	YBR118W	NA
1297	chrII	479005	479036	+	479006	3.897721	2.338633	479006	479011	6	YBR119W	YBR118W
1298	chrII	479158	479346	+	479288	109.3311	21.827244	479268	479323	56	YBR119W	NA
1308	chrII	485984	486046	+	486026	3.702835	1.753975	485984	486046	63	YBR124W	NA
1315	chrII	490697	490719	+	490697	1.169316	0.389772	490697	490719	23	YBR126W-A	NA
1316	chrII	490803	490836	+	490827	2322.457777	1286.638102	490822	490827	6	YBR126W-A	NA
1323	chrII	497085	497171	+	497159	98.417482	32.54598	497124	497163	40	YBR131W	NA
1337	chrII	504572	504610	+	504575	8.96476	4.872153	504575	504585	11	YBR135W	YBR134W
1338	chrII	504732	504827	+	504760	562.44131	136.030505	504754	504801	48	YBR135W	NA
1340	chrII	505571	505748	+	505617	123.557794	23.970992	505617	505668	52	YBR136W	NA
1354	chrII	512607	512705	+	512695	3.507949	1.169317	512624	512705	82	YBR137W	YBR136W
1355	chrII	512893	512991	+	512982	1742.281823	564.974834	512952	512987	36	YBR137W	NA
1358	chrII	515598	515666	+	515656	1478.01626	507.288546	515650	515659	10	YBR139W	NA
1367	chrII	528195	528285	+	528270	341.830235	208.138366	528241	528270	30	YBR142W	NA
1380	chrII	533471	533505	+	533485	2.923291	0.974431	533471	533505	35	YBR145W	NA
1381	chrII	533626	533721	+	533706	597.7157	358.980216	533706	533721	16	YBR145W	NA
1386	chrII	535143	535248	+	535188	419.589793	157.467977	535182	535217	36	YBR146W	NA
1391	chrII	536389	536554	+	536550	102.89986	15.006231	536433	536550	118	YBR147W	NA
1395	chrII	537696	537721	+	537721	1.364202	0.584658	537696	537721	26	YBR148W	NA
1405	chrII	539860	540482	+	539943	3800.279126	765.902414	539922	540034	113	YBR149W	NA
1409	chrII	544776	545584	+	544882	1669.784161	396.203463	544879	545095	217	YBR151W	NA
1418	chrII	547021	547129	+	547059	5.846581	1.169317	547041	547129	89	YBR153W	YBR152W
1419	chrII	547370	547606	+	547386	167.407161	22.02213	547383	547502	120	YBR153W	NA
1423	chrII	549643	549756	+	549734	316.689927	78.928875	549692	549742	51	YBR155W	NA
1439	chrII	555785	555885	+	555785	5.846581	0.974431	555785	555883	99	YBR158W	NA
1441	chrII	556067	556293	+	556286	2888.017264	2416.197998	556282	556286	5	YBR158W	NA
1449	chrII	558299	558380	+	558380	4.092608	1.559089	558313	558380	68	YBR159W	NA
1450	chrII	558592	558673	+	558644	1736.435243	680.347412	558621	558651	31	YBR159W	NA
1454	chrII	559892	560270	+	560005	573.160035	102.510094	559947	560031	85	YBR160W	NA
1458	chrII	561232	561469	+	561416	61.38912	10.718736	561321	561465	145	YBR161W	NA
1459	chrII	561499	561779	+	561559	192.547464	19.878383	561535	561643	109	YBR161W	NA
1466	chrII	564637	564698	+	564637	1.753974	0.389772	564637	564698	62	YBR162W-A	NA
1467	chrII	564747	564864	+	564854	86.334545	43.459603	564822	564854	33	YBR162W-A	NA
1468	chrII	564972	565019	+	565005	929.996516	206.774163	564985	565005	21	YBR162W-A	NA
1469	chrII	565106	565239	+	565214	4898.657273	1286.832988	565191	565218	28	YBR162W-A	NA
1470	chrII	565596	566059	+	565617	323.510932	39.56188	565608	565866	259	YBR163W	NA
1477	chrII	568703	568805	+	568765	409.260827	165.84808	568760	568768	9	YBR165W	NA
1481	chrII	571359	571444	+	571396	6.431239	1.364203	571384	571436	53	YBR168W	NA
1482	chrII	571650	571664	+	571653	1.753974	0.584658	571650	571664	15	YBR168W	NA
1483	chrII	571778	571867	+	571839	1.94886	0.584658	571799	571858	60	YBR168W	NA
1484	chrII	571975	572116	+	572086	189.819066	35.469272	572043	572091	49	YBR168W	NA
1485	chrII	572197	572278	+	572244	64.117529	24.945422	572244	572265	22	YBR168W	NA
1493	chrII	578286	578352	+	578338	910.313019	356.836468	578321	578340	20	YBR171W	NA
1496	chrII	581634	581715	+	581715	9.744303	4.092608	581674	581715	42	YBR175W	NA
1504	chrII	583572	583699	+	583602	100.17146	23.191447	583602	583699	98	YBR176W	NA
1509	chrII	585902	585992	+	585926	3.313062	0.584658	585923	585989	67	YBR178W	NA
1511	chrII	589385	589428	+	589411	6.43124	2.143747	589397	589423	27	YBR180W	NA
1519	chrII	595200	595409	+	595271	7.795441	1.169317	595252	595349	98	YBR183W	NA
1521	chrII	595962	596559	+	596060	1053.359408	177.736133	596018	596081	64	YBR183W	NA
1525	chrII	597245	597375	+	597264	7.990328	1.364203	597264	597370	107	YBR184W	NA
1528	chrII	600139	600175	+	600139	2.728404	0.779544	600139	600175	37	YBR186W	NA
1529	chrII	600518	600581	+	600547	7.600556	2.143747	600527	600555	29	YBR186W	NA
1530	chrII	602477	602736	+	602505	330.526839	75.031153	602495	602566	72	YBR187W	NA
1532	chrII	604396	604500	+	604485	14218.305966	2641.486342	604466	604485	20	YBR189W	NA
1536	chrII	606068	606248	+	606248	23738.687344	16901.69282	606234	606248	15	YBR191W	YBR190W
1538	chrII	606667	606842	+	606808	586.022527	87.893636	606707	606809	103	YBR191W-A	YBR191W
1539	chrII	607406	607551	+	607489	138.953795	31.376664	607444	607523	80	YBR192W	NA
1547	chrII	609811	609994	+	609926	300.709263	68.989683	609897	609969	73	YBR194W	NA
1557	chrII	618775	618860	+	618816	1862.33167	467.142007	618816	618836	21	YBR199W	NA
1565	chrII	620709	620841	+	620817	619.542943	242.438321	620808	620823	16	YBR200W	NA
1574	chrII	623392	623494	+	623442	165.458306	22.411903	623426	623454	29	YBR201W	NA
1579	chrII	624858	624879	+	624872	1.753975	1.169317	624858	624879	22	YBR202W	NA
1580	chrII	625260	625360	+	625286	3.313062	0.584658	625260	625360	101	YBR202W	NA
1581	chrII	625478	625492	+	625492	1.169316	0.584658	625478	625492	15	YBR202W	NA
1582	chrII	625621	625783	+	625682	150.257184	21.827244	625672	625762	91	YBR202W	NA
1591	chrII	628335	628336	+	628335	1.169317	0.974431	628335	628336	2	YBR203W	NA
1593	chrII	628737	628990	+	628989	36.443698	5.456811	628798	628989	192	YBR203W	NA
1594	chrII	629023	629267	+	629143	47.941974	5.846583	629100	629182	83	YBR203W	NA
1602	chrII	633259	633275	+	633261	1.169316	0.389772	633259	633275	17	YBR205W	NA
1603	chrII	633529	633630	+	633575	1186.46664	499.493101	633575	633614	40	YBR205W	NA
1606	chrII	634095	634392	+	634253	25.919848	4.677267	634204	634344	141	YBR206W	YBR205W
1607	chrII	634546	634611	+	634599	75.615809	24.750536	634598	634600	3	YBR206W	YBR205W
1608	chrII	635018	635061	+	635057	81.657278	54.568111	635020	635057	38	YBR207W	NA
1619	chrII	642381	642408	+	642408	1.169316	0.779544	642381	642408	28	YBR209W	NA
1623	chrII	645306	645584	+	645516	836.256286	192.547477	645376	645546	171	YBR210W	NA
1627	chrII	647423	647546	+	647480	574.134478	233.47356	647438	647538	101	YBR212W	NA
1628	chrII	647590	647772	+	647769	66.066389	22.801675	647684	647771	88	YBR212W	NA
1639	chrII	650223	650358	+	650298	214.569605	64.702189	650276	650343	68	YBR213W	NA
1642	chrII	651271	651368	+	651336	724.391671	350.794999	651335	651354	20	YBR214W	NA
1649	chrII	653249	653363	+	653315	98.222596	28.453372	653282	653348	67	YBR215W	NA
1657	chrII	657709	657838	+	657773	305.971191	68.794797	657768	657818	51	YBR217W	NA
1665	chrII	665872	665886	+	665876	1.169316	0.389772	665872	665886	15	YBR221W-A	NA
1666	chrII	666083	666105	+	666089	1.753974	0.779544	666083	666105	23	YBR221W-A	NA
1668	chrII	670401	670526	+	670492	112.839055	37.223247	670464	670496	33	YBR225W	YBR224W
