cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width
86	chrI	61402	61972	+	61972	489.16412	82.826597	61554	61972	419
87	chrI	62075	62369	+	62151	45.798229	7.990331	62139	62294	156
88	chrI	62741	62840	+	62776	341.440464	101.145891	62773	62815	43
89	chrI	62882	63281	+	63005	53.2039	8.380103	62936	63122	187
90	chrI	63465	63595	+	63487	7.600556	1.948861	63486	63553	68
91	chrI	63997	64125	+	64078	10.523847	2.338633	64003	64100	98
92	chrI	64187	64363	+	64266	22.022127	5.067039	64265	64361	97
93	chrI	64478	64616	+	64577	12.277821	2.923292	64494	64607	114
94	chrI	64651	64799	+	64683	14.421568	3.313064	64663	64765	103
95	chrI	65017	65073	+	65021	2.338633	0.974431	65017	65061	45
96	chrI	68153	68258	+	68195	2.92329	0.584658	68153	68239	87
97	chrI	68680	68764	+	68703	29.622688	8.380103	68698	68732	35
98	chrI	68905	68947	+	68947	1.559088	0.779544	68905	68947	43
99	chrI	69142	69252	+	69167	2.143746	0.389772	69167	69237	71
100	chrI	69907	70142	+	70031	21.047695	1.559089	69996	70133	138
101	chrI	70204	70368	+	70326	51.644815	15.006231	70245	70360	116
102	chrI	70403	70688	+	70688	102.510087	18.709067	70433	70688	256
103	chrI	71395	71404	+	71404	1.559089	0.974431	71395	71404	10
104	chrI	71438	71510	+	71510	3.313063	1.169317	71438	71510	73
105	chrI	71604	71759	+	71759	47829.923666	40854.170231	71756	71759	4
106	chrI	71860	72590	+	72588	4289.443262	658.325281	71915	72588	674
107	chrI	72620	72842	+	72798	3253.623607	459.736335	72657	72832	176
108	chrI	72901	72998	+	72968	147.918553	85.360116	72929	72974	46
109	chrI	73407	73517	+	73486	28.063597	5.067039	73418	73486	69
110	chrI	73556	73702	+	73662	14.42157	3.50795	73581	73682	102
111	chrI	73809	74187	+	73921	220.611067	32.351094	73851	73995	145
112	chrI	74566	74592	+	74569	1.948861	1.169317	74569	74574	6
113	chrI	74656	74750	+	74730	4.092607	1.364203	74687	74736	50
114	chrI	76335	76405	+	76401	5147.526835	3031.063677	76392	76405	14
115	chrI	76502	76607	+	76605	448.043168	124.142452	76546	76605	60
116	chrI	76653	76940	+	76931	1282.740364	593.23332	76676	76931	256
117	chrI	77031	77126	+	77123	312.597315	66.65105	77031	77123	93
118	chrI	77156	77451	+	77432	258.418964	27.868714	77186	77432	247
119	chrI	77713	77759	+	77724	5.651696	1.559089	77723	77756	34
120	chrI	77795	77942	+	77839	5.261922	0.779544	77827	77927	101
121	chrI	78103	78138	+	78137	1.364202	0.389772	78103	78138	36
122	chrI	78228	78433	+	78351	18.709061	6.821014	78237	78402	166
123	chrI	78539	78929	+	78795	48.526631	8.185217	78618	78843	226
124	chrI	79059	79126	+	79106	5.651696	1.753975	79082	79121	40
125	chrI	79673	79714	+	79689	84.775455	31.766436	79674	79695	22
126	chrI	79824	80201	+	80018	22.801666	2.143747	79878	80170	293
127	chrI	80355	80357	+	80355	1.753975	1.169317	80355	80357	3
128	chrI	81583	81599	+	81587	1.169316	0.389772	81583	81599	17
129	chrI	82185	82287	+	82261	10.718734	3.118178	82212	82281	70
130	chrI	82658	82728	+	82701	582.709468	175.787272	82685	82704	20
131	chrI	82815	83014	+	82956	51.8397	17.53975	82873	82957	85
132	chrI	83818	83899	+	83860	2.338633	1.364203	83845	83884	40
133	chrI	84644	84678	+	84671	1.169316	0.389772	84644	84678	35
134	chrI	87205	87273	+	87264	849.313668	433.621596	87253	87264	12
135	chrI	87501	87559	+	87501	6.821013	1.948861	87501	87521	21
136	chrI	92377	92457	+	92412	16.370431	4.872153	92388	92424	37
137	chrI	92828	93101	+	92859	166.432729	23.191447	92849	92948	100
138	chrI	93331	93363	+	93362	2.338633	1.364203	93331	93362	32
139	chrI	93899	93925	+	93902	1.559088	0.779544	93899	93925	27
140	chrI	94582	94724	+	94607	283.169516	71.523203	94595	94655	61
141	chrI	94903	94960	+	94922	2.92329	0.584658	94910	94960	51
142	chrI	94991	95181	+	95118	54.762991	8.185217	95057	95173	117
143	chrI	99371	99414	+	99414	2.143747	1.364203	99371	99414	44
144	chrI	110675	110727	+	110675	1.559088	0.779544	110675	110727	53
145	chrI	114765	114858	+	114809	220.221306	91.986244	114806	114832	27
146	chrI	115232	115306	+	115233	11.693163	5.261925	115233	115297	65
147	chrI	115353	115374	+	115353	4.092608	1.364203	115353	115372	20
148	chrI	115473	115759	+	115718	13.836908	4.287494	115542	115739	198
149	chrI	115906	116168	+	116101	33.715292	4.872153	115981	116134	154
150	chrI	116203	116274	+	116255	4.092607	0.974431	116206	116272	67
151	chrI	116441	116444	+	116441	2.728405	1.753975	116441	116444	4
152	chrI	116886	116983	+	116905	2.728404	0.389772	116892	116967	76
153	chrI	117018	117098	+	117032	2.338632	0.584658	117028	117088	61
154	chrI	117851	117871	+	117870	3.118178	1.753975	117856	117871	16
155	chrI	118101	118160	+	118159	2.143746	0.779544	118118	118159	42
156	chrI	119840	119891	+	119858	154.154911	49.1113	119850	119890	41
157	chrI	120199	120323	+	120279	7.210783	0.974431	120215	120313	99
158	chrI	120405	120479	+	120430	1.559088	0.389772	120405	120479	75
159	chrI	120756	120794	+	120767	3.507949	1.169317	120756	120789	34
160	chrI	120927	120950	+	120927	1.559089	1.364203	120927	120950	24
161	chrI	121062	121193	+	121160	7.210784	1.169317	121091	121192	102
162	chrI	121777	121810	+	121800	1.364202	0.584658	121777	121810	34
163	chrI	121935	121980	+	121956	1.364202	0.389772	121935	121980	46
164	chrI	122083	122100	+	122084	1.559088	0.584658	122083	122100	18
165	chrI	122403	122408	+	122408	1.169316	0.779544	122403	122408	6
166	chrI	122540	122606	+	122568	2.923292	0.974431	122567	122589	23
167	chrI	123021	123064	+	123021	1.169316	0.584658	123021	123064	44
168	chrI	123315	123342	+	123317	1.753974	0.779544	123315	123342	28
169	chrI	123495	123648	+	123532	5.651695	1.364203	123508	123637	130
170	chrI	123684	123834	+	123721	2.533518	0.389772	123710	123811	102
171	chrI	123867	123896	+	123874	1.364202	0.584658	123867	123896	30
172	chrI	124746	124818	+	124782	2658.441435	1099.547435	124782	124801	20
173	chrI	124872	125205	+	124872	177.931009	35.469272	124872	125152	281
174	chrI	125266	125719	+	125513	34.299947	3.50795	125289	125660	372
175	chrI	125755	125766	+	125763	30.597119	22.02213	125762	125763	2
176	chrI	125869	126021	+	125879	21.43747	5.456811	125878	125998	121
177	chrI	126097	126281	+	126237	9.744303	2.338633	126120	126247	128
178	chrI	126315	126414	+	126340	8.964758	2.338633	126316	126387	72
179	chrI	126972	127030	+	127025	1.169316	0.389772	126972	127030	59
180	chrI	127823	127837	+	127837	1.169316	0.584658	127823	127837	15
181	chrI	128169	128215	+	128193	3.702834	0.389772	128183	128215	33
182	chrI	129194	129724	+	129238	668.654222	67.820366	129223	129525	303
183	chrI	129893	129991	+	129923	10.718732	3.897722	129908	129976	69
184	chrI	130678	130750	+	130735	3165.340206	1682.841564	130716	130744	29
185	chrI	130836	131177	+	131114	190.403714	23.191447	130868	131156	289
186	chrI	131209	131756	+	131283	107.577115	7.990331	131232	131664	433
187	chrI	132160	132238	+	132195	81.267509	20.657928	132185	132220	36
188	chrI	132494	132927	+	132495	43.2647	2.338633	132498	132828	331
189	chrI	132966	133094	+	132988	5.067037	1.559089	132988	133094	107
190	chrI	133210	133354	+	133272	9.939189	1.559089	133238	133346	109
191	chrI	133555	133593	+	133593	2.338632	0.779544	133563	133593	31
192	chrI	135776	136066	+	135829	233.473553	34.689728	135812	135869	58
193	chrI	136152	136172	+	136158	15.980661	5.261925	136158	136169	12
194	chrI	136212	136339	+	136335	22.801673	5.846583	136231	136335	105
195	chrI	136481	136565	+	136565	7.600558	2.338633	136517	136565	49
196	chrI	136796	136905	+	136874	1522.060521	354.497835	136852	136882	31
197	chrI	136976	137350	+	137173	268.35816	51.839705	137061	137274	214
198	chrI	137722	137767	+	137725	6.43124	1.364203	137725	137755	31
199	chrI	139185	139218	+	139185	1.559088	0.779544	139185	139218	34
200	chrI	141673	141731	+	141673	2.923291	0.974431	141673	141721	49
201	chrI	141933	142167	+	142153	13878.42458	5247.503411	142138	142153	16
202	chrI	142254	142503	+	142431	75.031145	7.990331	142256	142431	176
203	chrI	142542	142894	+	142669	2172.785236	1130.924099	142669	142840	172
204	chrI	142928	143148	+	143111	190.98838	25.724967	142930	143116	187
205	chrI	143530	143754	+	143616	206.969042	39.56188	143572	143679	108
206	chrI	143933	144111	+	144020	7.405669	0.974431	143953	144095	143
207	chrI	144151	144169	+	144169	1.169316	0.584658	144151	144169	19
208	chrI	144305	144359	+	144305	6.041469	3.50795	144305	144322	18
209	chrI	144462	144538	+	144490	3.702835	1.753975	144490	144514	25
210	chrI	145009	145021	+	145009	2.533519	1.753975	145009	145021	13
211	chrI	145191	145222	+	145192	1.94886	0.779544	145191	145220	30
212	chrI	145270	145417	+	145417	3.89772	0.779544	145270	145417	148
213	chrI	145612	145687	+	145647	2.338633	0.974431	145612	145686	75
214	chrI	146084	146128	+	146123	1.364202	0.389772	146084	146128	45
215	chrI	152161	152233	+	152215	399.516523	237.371283	152204	152224	21
216	chrI	152475	153139	+	152543	70.353869	4.482381	152542	153079	538
217	chrI	153394	153425	+	153424	5.067038	1.169317	153394	153425	32
218	chrI	153599	153600	+	153599	1.948861	1.559089	153599	153600	2
219	chrI	154896	154992	+	154958	127.06574	36.05393	154920	154964	45
220	chrI	155339	155494	+	155387	8.574987	2.533519	155360	155475	116
221	chrI	155547	155597	+	155575	1.364202	0.389772	155547	155597	51
222	chrI	155757	155839	+	155757	3.313063	1.559089	155757	155833	77
223	chrI	155877	156233	+	155944	52.619241	10.52385	155936	156122	187
224	chrI	156317	156354	+	156335	2.143747	1.364203	156334	156345	12
225	chrI	158821	158906	+	158847	124.142449	18.709067	158847	158887	41
226	chrI	159079	159107	+	159091	8.96476	7.405672	159090	159091	2
227	chrI	159326	159367	+	159339	1.364202	0.584658	159326	159367	42
228	chrI	166148	166224	+	166150	2.143746	0.389772	166150	166223	74
229	chrI	166259	166288	+	166287	1.364202	0.584658	166259	166288	30
230	chrI	169198	169336	+	169325	6144.564179	1741.502283	169277	169325	49
231	chrI	169426	169567	+	169535	240.879227	83.411255	169427	169535	109
232	chrI	169604	169831	+	169742	113.423709	24.55565	169617	169796	180
233	chrI	169861	170003	+	169925	167.212279	66.261278	169879	169959	81
234	chrI	170884	170933	+	170933	3.118177	0.974431	170886	170933	48
235	chrI	171904	171955	+	171921	4.287493	1.364203	171904	171951	48
236	chrI	174941	174995	+	174968	2.338633	1.169317	174944	174995	52
237	chrI	175261	175425	+	175312	78.149326	12.472711	175295	175382	88
238	chrI	175709	175712	+	175709	2.143746	0.779544	175709	175712	4
239	chrI	176657	176707	+	176679	2.143746	0.584658	176664	176697	34
240	chrI	179283	179331	+	179306	1.169316	0.389772	179283	179331	49
241	chrI	179530	179590	+	179560	2.728405	0.974431	179532	179564	33
242	chrI	179795	179909	+	179896	9.159645	1.559089	179839	179899	61
243	chrI	180240	180342	+	180328	21.827243	5.846583	180249	180328	80
244	chrI	181415	181464	+	181446	4.677266	2.923292	181425	181452	28
245	chrI	182887	183147	+	183120	910.507898	168.576486	182899	183120	222
246	chrI	183222	183380	+	183380	209.307679	138.369138	183224	183380	157
247	chrI	183576	183689	+	183688	81.657275	16.565319	183585	183688	104
248	chrI	183722	184146	+	183794	173.05885	18.709067	183739	184133	395
249	chrI	184803	184892	+	184876	306.945623	84.580572	184832	184876	45
250	chrI	184997	185174	+	185108	9.93919	1.169317	185027	185153	127
251	chrI	185204	185380	+	185231	30.98689	6.041469	185229	185339	111
252	chrI	185874	185964	+	185918	11.498279	5.651697	185902	185918	17
253	chrI	186039	186050	+	186040	1.364202	0.779544	186039	186050	12
254	chrI	186290	186318	+	186297	1.364202	0.389772	186290	186318	29
255	chrI	186897	187011	+	186986	132.912325	32.935753	186951	186997	47
256	chrI	187116	187255	+	187171	10.913619	2.728406	187157	187242	86
257	chrI	187290	187447	+	187395	53.983451	12.472711	187368	187441	74
258	chrI	187998	188091	+	188050	222.559937	58.076061	188045	188061	17
259	chrI	188274	188290	+	188284	6.626127	4.092608	188284	188285	2
260	chrI	188444	188466	+	188465	2.338632	0.779544	188444	188466	23
261	chrI	188833	188944	+	188854	28.84314	6.821014	188849	188935	87
262	chrI	189296	189315	+	189313	4.482381	2.728406	189300	189313	14
263	chrI	190161	190232	+	190163	4.482379	1.559089	190163	190204	42
264	chrI	190262	190394	+	190331	3.89772	0.779544	190274	190381	108
265	chrI	191499	191630	+	191563	10.718734	4.287494	191531	191624	94
266	chrI	191873	192011	+	191933	23.581217	4.092608	191924	191983	60
267	chrI	192530	192660	+	192567	75.81069	13.447142	192549	192612	64
268	chrI	192875	193019	+	192898	4.092607	1.169317	192882	192999	118
269	chrI	193063	193110	+	193065	2.533519	1.559089	193063	193095	33
270	chrI	193306	193307	+	193306	1.169316	0.584658	193306	193307	2
271	chrI	193585	193594	+	193594	1.169316	0.779544	193585	193594	10
272	chrI	193689	193772	+	193728	3.702835	1.169317	193700	193765	66
273	chrI	194081	194296	+	194174	6.431238	0.779544	194134	194251	118
274	chrI	194432	194577	+	194486	7.600554	0.779544	194436	194576	141
275	chrI	195025	195126	+	195025	3.89772	0.779544	195025	195125	101
276	chrI	195549	195658	+	195656	4.872151	2.533519	195592	195656	65
277	chrI	195691	195847	+	195813	13.836911	6.626128	195726	195817	92
278	chrI	196825	196917	+	196882	2.923291	0.974431	196840	196889	50
279	chrI	198472	198543	+	198530	9.549419	2.143747	198472	198538	67
280	chrI	198726	198987	+	198745	102.315201	17.149978	198744	198946	203
281	chrI	199018	199589	+	199134	167.602036	8.964761	199120	199439	320
282	chrI	200567	200687	+	200620	86.724317	14.811344	200618	200647	30
283	chrI	200969	200978	+	200974	1.169316	0.584658	200969	200978	10
284	chrI	201230	201232	+	201232	1.169317	0.974431	201230	201232	3
285	chrI	207245	207284	+	207276	1.169316	0.389772	207245	207284	40
286	chrI	207594	207723	+	207624	20.852811	5.067039	207597	207644	48
287	chrI	207877	207902	+	207887	4.872153	2.923292	207887	207894	8
288	chrI	208174	208224	+	208222	5.651695	1.364203	208176	208224	49
289	chrI	208698	208832	+	208771	11.498277	1.948861	208739	208822	84
290	chrI	208904	208964	+	208960	3.313063	0.974431	208908	208960	53
291	chrI	225686	225703	+	225686	1.169316	0.584658	225686	225703	18
292	chrI	227496	227544	+	227496	1.364202	0.584658	227496	227544	49
293	chrII	5894	5955	+	5955	1.94886	0.779544	5920	5955	36
294	chrII	8410	8455	+	8425	4.677265	1.559089	8425	8452	28
295	chrII	8492	8584	+	8550	13.447139	3.118178	8513	8556	44
296	chrII	8750	8791	+	8783	3.313063	0.974431	8757	8783	27
297	chrII	8926	8929	+	8929	1.559089	1.169317	8926	8929	4
298	chrII	9331	9332	+	9332	38.392564	38.002792	9332	9332	1
299	chrII	10623	10859	+	10754	22.996558	2.923292	10642	10807	166
300	chrII	10901	11000	+	10937	3.702835	0.974431	10926	10991	66
301	chrII	11143	11145	+	11143	1.753975	1.559089	11143	11145	3
302	chrII	13134	13216	+	13205	26.114738	20.657928	13202	13205	4
303	chrII	18146	18191	+	18152	1.169316	0.584658	18146	18191	46
304	chrII	21465	21503	+	21500	1.753974	0.584658	21465	21503	39
305	chrII	23909	23992	+	23980	174.033293	95.68908	23980	23992	13
306	chrII	24081	24378	+	24085	49.501065	6.626128	24085	24272	188
307	chrII	24424	24610	+	24535	9.159643	1.364203	24476	24574	99
308	chrII	28353	28384	+	28361	3.702836	2.923292	28353	28380	28
309	chrII	28484	28722	+	28496	38.002784	5.456811	28492	28687	196
310	chrII	29035	29112	+	29112	1.559088	0.389772	29035	29112	78
311	chrII	29364	29601	+	29576	80.48796	14.616458	29454	29582	129
312	chrII	29939	30009	+	29943	8.380102	1.364203	29939	29995	57
313	chrII	30391	30534	+	30517	25.530077	5.261925	30409	30527	119
314	chrII	30754	30789	+	30757	9.354531	4.872153	30757	30779	23
315	chrII	31400	31448	+	31421	1.94886	0.389772	31401	31448	48
316	chrII	32003	32043	+	32021	5.45681	1.948861	32019	32026	8
317	chrII	32749	32848	+	32783	8.769872	1.753975	32750	32815	66
318	chrII	33004	33084	+	33059	2.143746	0.389772	33023	33065	43
319	chrII	33140	33208	+	33160	3.507948	0.779544	33140	33206	67
320	chrII	33551	33642	+	33563	14.031797	2.533519	33561	33607	47
321	chrII	33807	33810	+	33810	3.118178	1.559089	33809	33810	2
322	chrII	34431	34504	+	34436	7.405669	2.338633	34435	34493	59
323	chrII	34538	34612	+	34538	5.846582	1.753975	34538	34602	65
324	chrII	36650	36766	+	36757	2755.299829	1166.588257	36717	36757	41
325	chrII	37201	37698	+	37626	82.04704	15.396003	37248	37648	401
326	chrII	37811	38055	+	37953	13.642023	1.364203	37836	38040	205
327	chrII	38090	38444	+	38425	40.926075	14.811344	38113	38427	315
328	chrII	38481	38630	+	38623	59.245374	21.632358	38506	38623	118
329	chrII	39091	39151	+	39115	231.914468	83.411255	39113	39121	9
330	chrII	39300	39345	+	39317	2.533518	0.779544	39302	39345	44
331	chrII	39547	39691	+	39612	7.210784	1.169317	39581	39683	103
332	chrII	39859	39862	+	39859	1.753975	1.559089	39859	39862	4
333	chrII	39976	40258	+	40063	39.756759	5.456811	40031	40210	180
334	chrII	40699	40817	+	40813	98.417483	30.402233	40756	40813	58
335	chrII	41071	41213	+	41190	42.680054	8.380103	41075	41205	131
336	chrII	41516	41560	+	41517	1.559088	0.584658	41516	41560	45
337	chrII	41641	41775	+	41715	8.380099	1.364203	41666	41774	109
338	chrII	41826	41917	+	41876	9.354529	2.143747	41847	41912	66
339	chrII	41976	42151	+	42041	11.888049	1.364203	42004	42117	114
340	chrII	42261	42306	+	42270	1.364202	0.584658	42261	42306	46
341	chrII	42483	42589	+	42516	10.134076	4.482381	42516	42588	73
342	chrII	43193	43277	+	43261	201.317351	73.66695	43251	43267	17
343	chrII	43422	43836	+	43570	30.402222	3.702836	43473	43734	262
344	chrII	43874	43923	+	43909	1.364202	0.584658	43874	43923	50
345	chrII	45281	45371	+	45305	12.277824	2.533519	45295	45364	70
346	chrII	45492	45634	+	45613	22857.997018	5662.415941	45603	45626	24
347	chrII	45714	45946	+	45717	22.217011	4.482381	45717	45893	177
348	chrII	45976	46218	+	45981	511.770914	143.046405	45981	46081	101
349	chrII	46559	46710	+	46583	16.175544	5.456811	46579	46607	29
350	chrII	46742	46793	+	46778	37.418132	13.252256	46769	46786	18
351	chrII	46931	47012	+	47012	1.94886	0.389772	46940	47012	73
352	chrII	47368	47420	+	47368	3.118177	1.169317	47368	47420	53
353	chrII	48730	48842	+	48794	1210.437626	419.589796	48794	48818	25
354	chrII	48895	49094	+	49082	40.73119	11.498281	48952	49082	131
355	chrII	49215	49301	+	49231	2.338632	0.779544	49215	49287	73
356	chrII	49491	49630	+	49558	184.557143	48.526642	49535	49579	45
357	chrII	49886	50139	+	49975	13.252251	1.753975	49906	50119	214
358	chrII	50264	50454	+	50426	15.396	5.846583	50319	50427	109
359	chrII	50582	50639	+	50626	2.533519	1.169317	50599	50626	28
360	chrII	59509	59544	+	59544	2.143747	0.974431	59519	59544	26
361	chrII	59775	59802	+	59781	1.364202	0.389772	59775	59802	28
362	chrII	60176	60251	+	60176	1.948861	0.974431	60176	60225	50
363	chrII	62900	62931	+	62931	1.169316	0.779544	62900	62931	32
364	chrII	63467	63533	+	63483	7.015899	1.559089	63475	63532	58
365	chrII	63607	63763	+	63740	877.961925	353.913177	63679	63740	62
366	chrII	63842	64082	+	64017	94.714639	12.277825	63858	64064	207
367	chrII	64145	64226	+	64226	4.482378	0.779544	64149	64226	78
368	chrII	64518	64670	+	64572	7.990328	1.559089	64567	64660	94
369	chrII	64712	64851	+	64777	6.041466	0.779544	64736	64849	114
370	chrII	64884	65007	+	64954	10.523846	2.923292	64913	64994	82
371	chrII	65055	65210	+	65063	36.443701	8.769875	65057	65170	114
372	chrII	65249	65299	+	65250	4.482379	2.338633	65249	65287	39
373	chrII	65484	65637	+	65633	41.315851	16.175547	65586	65635	50
374	chrII	65853	65961	+	65880	10.328962	2.143747	65880	65938	59
375	chrII	66248	66298	+	66251	2.923291	2.143747	66251	66290	40
376	chrII	66465	66487	+	66467	6.041469	3.50795	66466	66468	3
377	chrII	71514	71595	+	71552	103.289637	29.817575	71549	71566	18
378	chrII	71801	71957	+	71808	10.523847	3.118178	71801	71932	132
379	chrII	72153	72367	+	72154	32.351089	6.821014	72154	72332	179
380	chrII	72398	72495	+	72440	4.677265	1.559089	72424	72481	58
381	chrII	74353	74438	+	74424	3.313062	0.584658	74369	74425	57
382	chrII	75016	75082	+	75024	2.533519	0.974431	75024	75078	55
383	chrII	75116	75227	+	75196	710.749639	241.463891	75178	75206	29
384	chrII	75286	75404	+	75286	29.232912	5.456811	75286	75398	113
385	chrII	75626	75649	+	75647	16.760205	10.134078	75647	75648	2
386	chrII	76141	76190	+	76141	5.261925	2.728406	76141	76187	47
387	chrII	76237	76258	+	76256	3.313063	1.364203	76246	76258	13
388	chrII	76458	76736	+	76590	53.788563	6.236356	76483	76724	242
389	chrII	76922	76943	+	76941	2.923291	1.948861	76926	76942	17
390	chrII	77281	77302	+	77289	5.456811	2.923292	77284	77289	6
391	chrII	77614	77752	+	77616	11.88805	4.677267	77616	77701	86
392	chrII	77975	78003	+	78003	1.364202	0.779544	77975	78003	29
393	chrII	78225	78307	+	78295	2.92329	0.779544	78233	78298	66
394	chrII	78472	78511	+	78488	1.753974	0.584658	78472	78511	40
395	chrII	78817	78883	+	78828	8.96476	4.092608	78828	78862	35
396	chrII	79240	79305	+	79278	6.43124	1.948861	79273	79303	31
