cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	shape.score
115	chrI	64493	64577	+	64577	8.070503	2.483231	64521	64577	57	16.4474316113669
116	chrI	64647	64734	+	64683	7.7601	0.931212	64649	64732	84	23.9995840231631
117	chrI	65019	65045	+	65021	4.035251	2.483231	65020	65044	25	5.08871644315613
118	chrI	65134	65174	+	65134	1.241616	0.620808	65134	65174	41	8.03632800692712
119	chrI	65282	65309	+	65309	2.483231	1.862423	65282	65309	28	3.90010265186917
120	chrI	68153	68207	+	68195	4.345656	1.241616	68169	68195	27	11.1996075420816
121	chrI	68684	68809	+	68703	35.075643	7.449694	68692	68732	41	16.5343435169457
122	chrI	68901	68947	+	68947	4.65606	1.55202	68910	68947	38	11.8803064488095
125	chrI	69938	70139	+	70094	34.454839	3.724847	69947	70119	173	33.9584888483774
126	chrI	70309	70360	+	70326	7.449694	2.793635	70320	70350	31	10.8991305047382
127	chrI	70496	70522	+	70507	5.587271	3.104039	70502	70517	16	6.00645855052361
128	chrI	70603	70688	+	70688	26.073928	24.521908	70688	70688	1	0
129	chrI	71395	71436	+	71404	4.966463	2.172827	71395	71436	42	10.6476802832185
131	chrI	71612	71759	+	71759	69764.828702	62563.768601	71758	71759	2	0.0973304212308001
132	chrI	71860	72107	+	71915	947.352728	97.466825	71886	72045	160	42.9692992729581
133	chrI	72137	72590	+	72588	2942.939414	539.171575	72278	72588	311	39.1712430283425
134	chrI	72620	72842	+	72798	2710.757276	344.237926	72659	72833	175	37.0608342527961
135	chrI	72891	72998	+	72968	170.411748	81.325822	72907	72974	68	16.3777821031668
136	chrI	73381	73517	+	73486	27.625951	6.208078	73418	73486	69	21.4498246810699
137	chrI	73662	73688	+	73662	3.414444	1.55202	73662	73688	27	8.51091138995053
138	chrI	73810	74061	+	73914	120.436722	16.141003	73902	73957	56	19.9993865186795
139	chrI	74396	74435	+	74435	2.172828	0.620808	74396	74435	40	13.4199901477652
141	chrI	74723	74736	+	74730	2.483232	1.55202	74723	74736	14	5.89681204071454
142	chrI	76335	76405	+	76401	6758.113729	4159.412269	76392	76405	14	6.5523258403328
144	chrI	76502	76730	+	76676	769.491286	144.958622	76570	76703	134	29.7054013083333
145	chrI	76760	76940	+	76931	1240.994811	713.618568	76843	76931	89	13.7696639810941
146	chrI	77031	77451	+	77031	771.974535	94.67319	77031	77430	400	48.2011660995995
149	chrI	77715	77786	+	77756	7.449695	1.862423	77723	77756	34	14.2891321683297
151	chrI	77894	77942	+	77942	1.241616	0.620808	77894	77942	49	8.42206476617281
153	chrI	78235	78250	+	78237	5.897675	2.483231	78235	78246	12	7.06018773128954
154	chrI	78284	78444	+	78351	23.280296	10.243329	78320	78402	83	17.509643181692
155	chrI	78527	78948	+	78795	70.461699	6.518482	78592	78845	254	42.5636404704686
156	chrI	79074	79124	+	79106	6.828887	2.793635	79077	79108	32	11.428003718603
157	chrI	79657	79718	+	79689	81.325823	34.454833	79674	79695	22	9.49028247009819
158	chrI	79866	79913	+	79879	3.10404	0.620808	79874	79908	35	14.1055282965987
159	chrI	80001	80121	+	80018	5.587272	0.931212	80003	80120	118	23.4397980202895
160	chrI	80264	80266	+	80264	2.793636	1.55202	80264	80266	3	2.27524616830435
163	chrI	82185	82304	+	82261	13.347371	4.656059	82212	82282	71	18.2372560051037
164	chrI	82484	82523	+	82523	1.241616	0.620808	82484	82523	40	7.98289214233104
165	chrI	82662	82728	+	82701	1064.685382	373.415892	82685	82704	20	11.7795480018942
166	chrI	82828	83072	+	82956	63.322404	22.659485	82895	83041	147	20.1928005724952
167	chrI	83845	83860	+	83845	1.241616	0.310404	83845	83860	16	8
168	chrI	84285	84314	+	84285	1.241616	0.310404	84285	84314	30	9.81378119121704
169	chrI	84382	84438	+	84410	1.55202	0.620808	84382	84438	57	11.2103951926112
171	chrI	87217	87294	+	87264	624.222246	281.225934	87250	87270	21	10.1269142229543
172	chrI	87516	87527	+	87527	1.55202	0.620808	87516	87527	12	6.89004014925365
173	chrI	92377	92451	+	92388	23.280295	6.518482	92388	92424	37	13.9418921122039
174	chrI	92828	93118	+	92859	224.732434	38.800488	92848	92913	66	21.4016084780934
176	chrI	93900	93923	+	93902	1.241616	0.620808	93900	93923	24	6.87744375108173
177	chrI	94114	94163	+	94119	3.414444	0.931212	94114	94149	36	11.6139229322384
178	chrI	94249	94250	+	94250	1.241616	0.931212	94249	94250	2	0.811278124459133
179	chrI	94555	94680	+	94607	335.236219	91.569151	94595	94646	52	17.0591796095141
180	chrI	94891	94960	+	94918	2.483232	0.620808	94891	94960	70	15.3232075423624
182	chrI	95028	95179	+	95173	54.010284	10.553733	95062	95173	112	28.2693763341157
183	chrI	99371	99414	+	99414	3.414443	2.483231	99397	99414	18	3.84437181843489
185	chrI	114162	114178	+	114178	1.55202	0.931212	114162	114178	17	5.60370961202352
186	chrI	114786	114862	+	114809	356.964486	167.307702	114806	114828	23	10.166525904501
187	chrI	115125	115373	+	115195	25.453125	3.724847	115159	115353	195	30.041437026883
189	chrI	115551	115558	+	115552	1.55202	0.620808	115551	115558	8	5.76578428466209
190	chrI	115610	115718	+	115718	7.449695	1.862423	115640	115718	79	21.3748957184679
191	chrI	115934	116161	+	116101	41.594131	5.276866	116005	116133	129	31.7152273308666
192	chrI	116203	116272	+	116255	5.587272	0.931212	116205	116258	54	19.151227029068
193	chrI	116441	116492	+	116441	3.724848	1.241616	116441	116470	30	9.8377570638479
196	chrI	117033	117088	+	117088	2.172828	0.931212	117033	117088	56	10.6993022554832
197	chrI	117817	117894	+	117870	6.518483	2.483231	117825	117871	47	13.2873955152114
198	chrI	117999	118027	+	118003	1.55202	0.620808	117999	118027	29	9.33669015896455
199	chrI	118084	118118	+	118106	1.55202	0.620808	118084	118118	35	9.85811313689514
201	chrI	119826	119899	+	119858	289.296437	67.357646	119855	119891	37	15.7625769479711
202	chrI	120148	120361	+	120279	18.934643	3.414443	120207	120327	121	27.9645612678311
204	chrI	120574	120609	+	120588	1.862424	1.241616	120574	120609	36	6.47082892501273
205	chrI	120725	120774	+	120767	4.65606	0.931212	120738	120774	37	14.0629915131113
207	chrI	121091	121117	+	121091	2.483232	1.241616	121091	121117	27	7.1323312532452
209	chrI	121775	121800	+	121777	1.241616	0.620808	121775	121800	26	7.05065957721164
211	chrI	122039	122112	+	122084	4.035252	1.241616	122067	122097	31	11.3941382153961
212	chrI	122288	122296	+	122296	2.172828	0.931212	122288	122296	9	5.84017787320422
214	chrI	122471	122486	+	122471	1.55202	1.241616	122471	122486	16	2.88771237954945
216	chrI	122721	122769	+	122743	3.724848	0.620808	122743	122767	25	11.7114713936095
217	chrI	122831	123066	+	122933	6.20808	0.931212	122856	123045	190	27.0835772432052
219	chrI	123131	123180	+	123141	3.414444	0.931212	123139	123165	27	10.048424514769
220	chrI	123315	123341	+	123322	2.793636	0.931212	123315	123341	27	11.5038889763139
221	chrI	123409	123465	+	123430	1.862424	0.620808	123409	123465	57	13.1335052860585
222	chrI	123502	123602	+	123532	8.691311	3.104039	123531	123593	63	16.1435929520588
223	chrI	123687	123690	+	123687	1.862424	0.931212	123687	123690	4	2.91829583405449
224	chrI	123843	123921	+	123875	3.724848	0.931212	123869	123917	49	13.7360470715551
225	chrI	124754	124818	+	124782	2769.423606	807.360546	124782	124801	20	11.7282042463448
227	chrI	125009	125072	+	125071	11.484946	7.13929	125039	125071	33	9.22485151338954
229	chrI	125511	125588	+	125564	10.243331	3.414443	125513	125587	75	17.4745492349109
230	chrI	125630	125775	+	125763	17.693023	11.484944	125710	125763	54	7.91438679776097
231	chrI	125876	125921	+	125879	9.932926	1.862423	125879	125915	37	16.0147188881181
232	chrI	126048	126170	+	126111	4.035252	0.620808	126071	126165	95	20.3389278183122
234	chrI	126224	126346	+	126340	8.070503	1.862423	126236	126340	105	22.3415510885455
235	chrI	126482	126499	+	126482	2.483232	1.241616	126482	126499	18	7.29736875252405
237	chrI	127837	127851	+	127837	1.862424	1.241616	127837	127851	15	4.88997822325681
238	chrI	128150	128153	+	128150	1.241616	0.620808	128150	128153	4	2
239	chrI	129200	129297	+	129244	494.47342	78.842591	129221	129251	31	17.8724463133057
240	chrI	129339	129694	+	129450	103.674913	13.347368	129376	129693	318	42.5905952684382
241	chrI	129859	129970	+	129923	4.966463	1.862423	129884	129963	80	15.2598690161305
242	chrI	130222	130275	+	130222	2.483232	0.620808	130222	130275	54	15.8259406309495
243	chrI	130678	130758	+	130735	3698.772886	1759.369309	130703	130748	46	10.9041819924217
244	chrI	130923	131592	+	131114	164.514088	14.899387	131018	131336	319	46.2513638281354
246	chrI	131626	131762	+	131717	12.726562	3.724847	131627	131747	121	22.599310286324
247	chrI	132154	132301	+	132195	95.604405	24.521908	132185	132220	36	14.6753238755732
248	chrI	132491	132630	+	132498	18.624238	2.793635	132497	132625	129	28.5016374169273
249	chrI	132917	132927	+	132917	2.793636	0.931212	132917	132927	11	7.31075918579894
251	chrI	133087	133094	+	133094	1.241616	0.620808	133087	133094	8	4.5
252	chrI	133232	133379	+	133270	12.105754	1.862423	133250	133354	105	22.1938232780741
253	chrI	133525	133570	+	133525	2.483232	0.620808	133525	133570	46	13.8089048901425
255	chrI	135777	135882	+	135829	216.972336	52.147855	135813	135849	37	18.1224445132371
256	chrI	136009	136172	+	136106	20.176256	3.104039	136052	136169	118	24.4477860197699
258	chrI	136288	136371	+	136335	17.382621	3.104039	136288	136336	49	19.7218030370551
259	chrI	136484	136565	+	136559	14.588985	4.656059	136517	136565	49	14.1283688158692
260	chrI	136796	136905	+	136874	1014.089552	299.850168	136860	136882	23	12.4208109802334
261	chrI	136976	137448	+	137173	112.366228	11.795348	137053	137326	274	44.8388240814043
262	chrI	137700	137827	+	137725	8.691311	2.172827	137718	137795	78	21.3789401235151
263	chrI	138548	138600	+	138600	5.276867	2.793635	138554	138600	47	10.2310938025584
264	chrI	138781	138820	+	138781	1.55202	0.931212	138781	138820	40	7.29610048533083
265	chrI	139189	139220	+	139210	1.55202	0.620808	139189	139220	32	9.60964047443681
266	chrI	141670	141679	+	141673	3.104039	2.172827	141670	141679	10	4.50712533739489
267	chrI	141792	141825	+	141813	2.172828	0.931212	141792	141825	34	10.8265547793718
268	chrI	141941	142167	+	142153	12537.834361	5419.962509	142139	142153	15	8.55362389125616
269	chrI	142254	142446	+	142422	48.733416	5.58727	142256	142431	176	31.0337630991117
270	chrI	142596	142669	+	142669	663.953945	625.153456	142669	142669	1	0
271	chrI	142741	142894	+	142840	270.982618	85.050669	142766	142868	103	25.7904960849588
272	chrI	142924	143131	+	143111	103.054109	16.141003	142930	143117	188	39.0038077128621
273	chrI	143442	143442	+	143442	1.55202	1.55202	143442	143442	1	0
274	chrI	143539	143682	+	143616	259.497669	54.320683	143572	143630	59	20.7155193290009
275	chrI	143848	143873	+	143873	1.55202	1.241616	143848	143873	26	3.39337949085049
276	chrI	143961	144114	+	144066	9.312119	2.483231	143982	144102	121	23.4798236174913
278	chrI	144305	144306	+	144305	1.862424	1.241616	144305	144306	2	0.91829583405449
280	chrI	144636	144677	+	144655	2.172828	1.241616	144636	144677	42	8.9755003749592
283	chrI	145415	145420	+	145415	1.55202	0.620808	145415	145420	6	3.93412705407782
284	chrI	145546	145612	+	145546	1.241616	0.310404	145546	145612	67	12.1321783809155
286	chrI	146152	146154	+	146152	1.55202	0.931212	146152	146154	3	2.17290528255203
287	chrI	150822	150858	+	150822	1.55202	0.620808	150822	150858	37	7.92841343615623
288	chrI	150903	150933	+	150931	1.862424	1.241616	150903	150933	31	6.20081660304535
289	chrI	151769	151805	+	151772	5.897676	1.241616	151769	151805	37	15.1350653738182
290	chrI	152161	152233	+	152215	428.978194	268.18897	152208	152226	19	6.27600390996962
291	chrI	152475	152548	+	152543	9.932926	5.276866	152476	152543	68	10.8703082175693
292	chrI	152676	152796	+	152782	9.622524	1.55202	152677	152787	111	23.2790929626736
293	chrI	152998	153229	+	153032	12.726563	2.483231	153024	153185	162	26.1655214740071
294	chrI	153421	153425	+	153424	2.483232	1.55202	153421	153425	5	3.59619048602005
295	chrI	153599	153613	+	153599	1.241616	0.620808	153599	153613	15	5.86033589341278
296	chrI	154876	154988	+	154958	144.648221	40.973315	154920	154964	45	13.476930989184
297	chrI	155387	155387	+	155387	1.241616	1.241616	155387	155387	1	0
300	chrI	155890	156164	+	155944	43.14615	8.070501	155913	156064	152	31.2572636563869
302	chrI	158796	158906	+	158864	201.141731	33.213217	158847	158891	45	19.4245575462254
303	chrI	159091	159112	+	159091	4.035251	3.724847	159091	159091	1	0
305	chrI	166191	166224	+	166191	1.241616	0.620808	166191	166224	34	7.63119426187551
307	chrI	169220	169336	+	169325	6763.700998	2376.14186	169282	169330	49	14.9903896298618
308	chrI	169426	169586	+	169535	132.232071	41.283719	169436	169536	101	24.2343803348086
310	chrI	169617	170149	+	169925	152.718735	35.386045	169685	169996	312	40.6256096474299
311	chrI	170856	170933	+	170933	4.656059	1.862423	170878	170933	56	14.0177923745206
312	chrI	171904	172046	+	171921	10.243332	1.241616	171921	172042	122	28.7091601388546
313	chrI	172145	172160	+	172152	1.241616	0.620808	172145	172160	16	6
315	chrI	175270	175350	+	175312	73.87613	22.038677	175298	175342	45	16.8380374412331
317	chrI	176650	176707	+	176697	3.414444	0.931212	176664	176697	34	12.3085157472679
319	chrI	179517	179560	+	179535	1.55202	0.620808	179517	179560	44	10.4926350099754
320	chrI	179862	179899	+	179896	8.691311	3.104039	179865	179899	35	14.1020524448043
321	chrI	180195	180328	+	180328	18.003429	4.035251	180225	180328	104	21.6874300872132
322	chrI	181420	181464	+	181427	3.10404	0.931212	181427	181446	20	7.82821381375482
323	chrI	182887	182933	+	182899	4.035252	0.931212	182899	182923	25	11.2060356719696
325	chrI	183372	183380	+	183380	103.054096	101.502076	183380	183380	1	0
326	chrI	183588	184146	+	183688	496.956664	71.392897	183682	183929	248	35.9659580497196
328	chrI	184187	184360	+	184268	36.317261	8.691309	184189	184299	111	23.8461792328119
329	chrI	184800	184892	+	184876	564.314297	188.415168	184845	184881	37	15.5532170847397
330	chrI	185110	185165	+	185110	2.483232	0.620808	185110	185165	56	14.518387305144
331	chrI	185202	185264	+	185231	28.867565	6.518482	185229	185264	36	17.6044779165552
332	chrI	185514	185599	+	185564	2.483232	0.931212	185514	185599	86	15.4592735181405
333	chrI	185873	185952	+	185918	21.417871	9.312117	185902	185937	36	10.845534582221
335	chrI	186107	186109	+	186109	3.414443	2.483231	186107	186109	3	1.3398497136373
336	chrI	186283	186318	+	186296	3.724848	0.620808	186290	186314	25	13.5690138695193
337	chrI	186391	186419	+	186418	1.241616	0.620808	186391	186419	29	7.28697149269136
338	chrI	186903	187006	+	186986	179.723864	52.768663	186951	186997	47	18.4380768471044
339	chrI	187161	187248	+	187171	10.24333	3.414443	187161	187224	64	14.4796174607798
340	chrI	187290	187448	+	187395	49.043822	10.864137	187318	187422	105	27.5852820206126
341	chrI	188006	188091	+	188055	236.83818	54.010279	188045	188065	21	12.5626844300866
342	chrI	188284	188320	+	188284	4.035251	3.104039	188284	188318	35	4.18903023322602
343	chrI	188441	188466	+	188465	2.483232	1.241616	188441	188466	26	8.22576950674691
344	chrI	188838	188944	+	188854	52.768668	18.624234	188849	188932	84	20.5209027250229
345	chrI	189296	189318	+	189300	11.484945	4.345655	189296	189313	18	7.49868329213611
346	chrI	189666	189666	+	189666	3.724847	3.724847	189666	189666	1	0
347	chrI	190149	190213	+	190163	37.869277	19.245042	190163	190195	33	10.1513869285066
348	chrI	190331	190385	+	190381	4.65606	1.55202	190331	190382	52	13.4116854959709
349	chrI	191528	191674	+	191563	22.03868	5.276866	191531	191624	94	24.0076173697271
350	chrI	191774	191830	+	191817	4.656059	1.862423	191778	191817	40	11.3975464737721
351	chrI	191916	192049	+	191933	27.936354	8.380905	191926	191983	58	16.0765787043456
352	chrI	192525	192701	+	192583	162.030849	19.555446	192562	192619	58	24.2747529591777
353	chrI	192896	192949	+	192898	5.587271	1.862423	192898	192949	52	14.9107816351922
355	chrI	193279	193307	+	193307	1.241616	0.620808	193279	193307	29	7.28697149269136
356	chrI	193593	193594	+	193594	2.483231	2.172827	193593	193594	2	0.543564584515215
357	chrI	193699	193729	+	193728	5.276866	2.793635	193728	193729	2	0.988699399163034
358	chrI	194144	194204	+	194173	5.276868	1.241616	194144	194203	60	14.4885366210668
360	chrI	194433	194576	+	194576	11.174544	1.55202	194449	194576	128	27.5301205224293
361	chrI	194885	194947	+	194913	3.10404	0.931212	194885	194941	57	12.8157910102857
363	chrI	195193	195262	+	195234	2.172828	0.620808	195193	195262	70	15.4558491271774
365	chrI	195518	195859	+	195813	25.453125	6.518482	195592	195815	224	28.1270544958427
366	chrI	195897	196043	+	195947	3.724848	0.931212	195917	196026	110	19.3027290989436
368	chrI	198472	198553	+	198530	63.322398	24.211504	198472	198538	67	19.7136228526444
370	chrI	198713	199136	+	199134	125.403187	20.176254	198750	199134	385	41.5903937417207
371	chrI	199207	199500	+	199263	105.537331	9.001713	199216	199445	230	37.6726590334212
372	chrI	200600	200707	+	200628	93.121173	17.693022	200618	200647	30	15.3917554366796
374	chrI	201230	201260	+	201232	2.483232	1.241616	201230	201260	31	7.43129446558031
376	chrI	207597	207636	+	207624	7.13929	2.172827	207603	207624	22	9.75192435085239
377	chrI	207884	207902	+	207887	3.724848	1.55202	207887	207902	16	8.16149357475398
378	chrI	208166	208224	+	208224	2.483232	0.620808	208166	208224	59	16.1772683857451
379	chrI	208739	208855	+	208811	8.070504	1.241616	208749	208829	81	21.4389642511335
380	chrI	208957	208978	+	208960	2.793636	1.241616	208957	208978	22	8.190154955291
381	chrI	225393	225420	+	225413	5.897675	2.172827	225401	225415	15	10.5337557600567
382	chrI	225666	225699	+	225686	4.966463	1.862423	225678	225692	15	8.31419717700199
383	chrI	226449	226459	+	226450	3.724847	1.862423	226449	226456	8	5.05744784032477
384	chrI	227481	227521	+	227521	10.243329	4.345655	227496	227521	26	9.20385120469708
385	chrII	126	175	+	150	3.414444	1.241616	145	171	27	9.78942843641638
386	chrII	5894	5932	+	5930	2.483232	1.55202	5894	5932	39	8.18600421611408
388	chrII	8398	8585	+	8549	22.65949	2.793635	8427	8550	124	29.9404433620336
389	chrII	8762	8802	+	8769	2.483232	0.620808	8762	8802	41	12.0544920103907
391	chrII	9331	9332	+	9332	15.520195	15.209791	9332	9332	1	0
392	chrII	9730	9761	+	9761	1.241616	0.620808	9730	9761	32	7.5
393	chrII	10705	10759	+	10759	10.864138	3.414443	10722	10759	38	13.6801880750972
398	chrII	21476	21507	+	21476	2.483232	0.620808	21476	21507	32	12.5
399	chrII	23906	24027	+	23980	172.274168	58.045529	23980	24010	31	11.3763841931213
400	chrII	24081	24285	+	24085	51.527054	17.072215	24085	24250	166	25.3532805223332
401	chrII	24374	24535	+	24517	8.380908	0.931212	24424	24532	109	25.2415792764567
402	chrII	24604	24697	+	24680	7.139292	1.55202	24607	24691	85	20.5337766127989
405	chrII	28477	28687	+	28687	24.521911	4.345655	28496	28687	192	30.0643007853512
407	chrII	29379	29629	+	29576	56.183112	10.243329	29454	29585	132	26.5515614205476
408	chrII	29989	30004	+	29989	1.241616	0.310404	29989	30004	16	8
409	chrII	30467	30532	+	30475	5.897676	1.55202	30471	30517	47	14.7432969722903
410	chrII	30757	30784	+	30757	2.793636	1.241616	30757	30784	28	9.89744908928427
412	chrII	32019	32043	+	32021	3.10404	0.931212	32020	32043	24	10.0738949399946
416	chrII	33562	33606	+	33563	5.587272	1.241616	33563	33605	43	15.6005111697685
419	chrII	34577	34612	+	34588	1.862424	0.620808	34577	34612	36	11.640753926455
420	chrII	36650	36766	+	36757	2848.576599	1558.537985	36733	36757	25	10.4909508981454
421	chrII	37215	37535	+	37311	18.62424	1.55202	37242	37483	242	36.7392561719548
422	chrII	37566	37685	+	37626	17.072217	7.13929	37582	37658	77	15.5934440376584
423	chrII	37920	37971	+	37953	2.793636	1.241616	37920	37971	52	9.99124779088865
424	chrII	38032	38113	+	38113	3.724848	0.931212	38032	38113	82	19.2128731512447
426	chrII	38324	38679	+	38623	79.463407	19.245042	38425	38636	212	32.5825296426442
427	chrII	39091	39125	+	39115	302.022998	157.685182	39113	39121	9	5.65607423498277
428	chrII	39345	39436	+	39345	2.172828	0.620808	39345	39436	92	16.4500789220967
429	chrII	39589	39614	+	39589	2.483232	0.931212	39589	39614	26	10.1324514660803
