cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	gene	inCoding
58	chrI	38563	38594	+	38564	5.58727	3.104039	38563	38565	3	NA	YAL019W
60	chrI	39797	39816	+	39816	1.241616	0.931212	39797	39816	20	NA	YAL019W-A
61	chrI	40015	40031	+	40031	1.241616	0.931212	40015	40031	17	NA	YAL019W-A
63	chrI	40333	40385	+	40334	4.65606	1.55202	40333	40364	32	NA	YAL019W-A
66	chrI	40921	41216	+	40974	14.278584	1.241616	40949	41198	250	NA	YAL019W-A
68	chrI	41250	41404	+	41347	21.417873	4.345655	41250	41375	126	NA	YAL019W-A
70	chrI	42279	42486	+	42305	53.699882	13.036964	42305	42423	119	NA	YAL027W
72	chrI	43125	43211	+	43205	5.897675	1.862423	43125	43211	87	NA	NA
73	chrI	43434	43539	+	43469	48.423012	13.036964	43438	43499	62	NA	NA
74	chrI	43751	43798	+	43782	4.966463	2.172827	43754	43787	34	NA	NA
76	chrI	46469	46537	+	46470	4.035252	0.620808	46470	46537	68	NA	YAL028W
77	chrI	46606	46678	+	46606	5.897676	1.241616	46606	46656	51	NA	YAL028W
78	chrI	46738	46922	+	46748	11.484946	1.862423	46748	46914	167	NA	YAL028W
79	chrI	47087	47089	+	47089	5.276867	3.414443	47087	47089	3	NA	YAL028W
80	chrI	47186	47318	+	47205	4.65606	0.931212	47205	47315	111	NA	YAL028W
81	chrI	47372	47508	+	47382	7.139292	0.620808	47382	47464	83	NA	YAL028W
82	chrI	47540	47671	+	47644	31.350797	15.830599	47601	47645	45	NA	YAL028W
83	chrI	47716	47897	+	47717	25.14272	9.622521	47717	47858	142	NA	YAL028W
84	chrI	48005	48172	+	48056	42.214936	7.449694	48016	48095	80	NA	YAL028W
87	chrI	49502	49533	+	49533	2.483232	0.931212	49502	49533	32	NA	YAL030W
89	chrI	49975	50008	+	50005	3.10404	0.620808	49976	50007	32	NA	YAL030W
90	chrI	50474	50480	+	50475	1.241616	0.620808	50474	50480	7	NA	YAL030W
91	chrI	50724	50724	+	50724	1.862423	1.862423	50724	50724	1	NA	YAL030W
93	chrI	51106	51120	+	51106	1.241616	0.931212	51106	51120	15	NA	YAL030W
94	chrI	51209	51262	+	51225	2.483232	0.931212	51209	51262	54	NA	YAL030W
97	chrI	54892	54921	+	54892	1.55202	0.931212	54892	54921	30	NA	YAL031W-A
103	chrI	57608	57724	+	57608	4.966464	0.931212	57608	57724	117	NA	YAL033W
107	chrI	61434	62017	+	61971	326.234519	58.976741	61516	61972	457	NA	YAL034W-A
108	chrI	62086	62334	+	62151	40.352514	4.966462	62127	62296	170	NA	YAL034W-A
111	chrI	63456	63512	+	63486	3.724848	0.931212	63484	63512	29	NA	YAL035W
112	chrI	63893	63954	+	63898	1.862424	0.620808	63893	63954	62	NA	YAL035W
113	chrI	64077	64078	+	64078	1.55202	1.241616	64077	64078	2	NA	YAL035W
114	chrI	64260	64291	+	64289	7.139291	3.724847	64266	64290	25	NA	YAL035W
115	chrI	64493	64577	+	64577	8.070503	2.483231	64521	64577	57	NA	YAL035W
116	chrI	64647	64734	+	64683	7.7601	0.931212	64649	64732	84	NA	YAL035W
117	chrI	65019	65045	+	65021	4.035251	2.483231	65020	65044	25	NA	YAL035W
118	chrI	65134	65174	+	65134	1.241616	0.620808	65134	65174	41	NA	YAL035W
119	chrI	65282	65309	+	65309	2.483231	1.862423	65282	65309	28	NA	YAL035W
120	chrI	68153	68207	+	68195	4.345656	1.241616	68169	68195	27	NA	NA
121	chrI	68684	68809	+	68703	35.075643	7.449694	68692	68732	41	NA	NA
122	chrI	68901	68947	+	68947	4.65606	1.55202	68910	68947	38	NA	NA
125	chrI	69938	70139	+	70094	34.454839	3.724847	69947	70119	173	NA	NA
126	chrI	70309	70360	+	70326	7.449694	2.793635	70320	70350	31	NA	NA
127	chrI	70496	70522	+	70507	5.587271	3.104039	70502	70517	16	NA	NA
128	chrI	70603	70688	+	70688	26.073928	24.521908	70688	70688	1	NA	NA
132	chrI	71860	72107	+	71915	947.352728	97.466825	71886	72045	160	NA	YAL037W
133	chrI	72137	72590	+	72588	2942.939414	539.171575	72278	72588	311	NA	YAL037W
134	chrI	72620	72842	+	72798	2710.757276	344.237926	72659	72833	175	NA	YAL037W
135	chrI	72891	72998	+	72968	170.411748	81.325822	72907	72974	68	NA	YAL037W
139	chrI	74396	74435	+	74435	2.172828	0.620808	74396	74435	40	NA	YAL038W
141	chrI	74723	74736	+	74730	2.483232	1.55202	74723	74736	14	NA	YAL038W
144	chrI	76502	76730	+	76676	769.491286	144.958622	76570	76703	134	NA	YAL041W
145	chrI	76760	76940	+	76931	1240.994811	713.618568	76843	76931	89	NA	YAL041W
146	chrI	77031	77451	+	77031	771.974535	94.67319	77031	77430	400	NA	YAL041W
149	chrI	77715	77786	+	77756	7.449695	1.862423	77723	77756	34	NA	YAL041W
151	chrI	77894	77942	+	77942	1.241616	0.620808	77894	77942	49	NA	YAL041W
153	chrI	78235	78250	+	78237	5.897675	2.483231	78235	78246	12	NA	YAL041W
154	chrI	78284	78444	+	78351	23.280296	10.243329	78320	78402	83	NA	YAL041W
155	chrI	78527	78948	+	78795	70.461699	6.518482	78592	78845	254	NA	YAL041W
156	chrI	79074	79124	+	79106	6.828887	2.793635	79077	79108	32	NA	YAL041W
158	chrI	79866	79913	+	79879	3.10404	0.620808	79874	79908	35	NA	YAL042W
159	chrI	80001	80121	+	80018	5.587272	0.931212	80003	80120	118	NA	YAL042W
160	chrI	80264	80266	+	80264	2.793636	1.55202	80264	80266	3	NA	YAL042W
166	chrI	82828	83072	+	82956	63.322404	22.659485	82895	83041	147	NA	YAL044W-A
172	chrI	87516	87527	+	87527	1.55202	0.620808	87516	87527	12	NA	YAL051W
176	chrI	93900	93923	+	93902	1.241616	0.620808	93900	93923	24	NA	YAL053W
177	chrI	94114	94163	+	94119	3.414444	0.931212	94114	94149	36	NA	YAL053W
180	chrI	94891	94960	+	94918	2.483232	0.620808	94891	94960	70	NA	YAL055W
182	chrI	95028	95179	+	95173	54.010284	10.553733	95062	95173	112	NA	YAL055W
183	chrI	99371	99414	+	99414	3.414443	2.483231	99397	99414	18	NA	NA
187	chrI	115125	115373	+	115195	25.453125	3.724847	115159	115353	195	NA	YAL058W
189	chrI	115551	115558	+	115552	1.55202	0.620808	115551	115558	8	NA	YAL058W
190	chrI	115610	115718	+	115718	7.449695	1.862423	115640	115718	79	NA	YAL058W
191	chrI	115934	116161	+	116101	41.594131	5.276866	116005	116133	129	NA	YAL058W
192	chrI	116203	116272	+	116255	5.587272	0.931212	116205	116258	54	NA	YAL058W
193	chrI	116441	116492	+	116441	3.724848	1.241616	116441	116470	30	NA	YAL058W
196	chrI	117033	117088	+	117088	2.172828	0.931212	117033	117088	56	NA	YAL058W
197	chrI	117817	117894	+	117870	6.518483	2.483231	117825	117871	47	NA	YAL058W
198	chrI	117999	118027	+	118003	1.55202	0.620808	117999	118027	29	NA	YAL058W
199	chrI	118084	118118	+	118106	1.55202	0.620808	118084	118118	35	NA	YAL058W
202	chrI	120148	120361	+	120279	18.934643	3.414443	120207	120327	121	NA	YAL059W
204	chrI	120574	120609	+	120588	1.862424	1.241616	120574	120609	36	NA	YAL059W
205	chrI	120725	120774	+	120767	4.65606	0.931212	120738	120774	37	NA	YAL059W
207	chrI	121091	121117	+	121091	2.483232	1.241616	121091	121117	27	NA	YAL059W
209	chrI	121775	121800	+	121777	1.241616	0.620808	121775	121800	26	NA	YAL059W
211	chrI	122039	122112	+	122084	4.035252	1.241616	122067	122097	31	NA	YAL059W
212	chrI	122288	122296	+	122296	2.172828	0.931212	122288	122296	9	NA	YAL059W
214	chrI	122471	122486	+	122471	1.55202	1.241616	122471	122486	16	NA	YAL059W
216	chrI	122721	122769	+	122743	3.724848	0.620808	122743	122767	25	NA	YAL059W
217	chrI	122831	123066	+	122933	6.20808	0.931212	122856	123045	190	NA	YAL059W
219	chrI	123131	123180	+	123141	3.414444	0.931212	123139	123165	27	NA	YAL059W
220	chrI	123315	123341	+	123322	2.793636	0.931212	123315	123341	27	NA	YAL059W
221	chrI	123409	123465	+	123430	1.862424	0.620808	123409	123465	57	NA	YAL059W
222	chrI	123502	123602	+	123532	8.691311	3.104039	123531	123593	63	NA	YAL059W
223	chrI	123687	123690	+	123687	1.862424	0.931212	123687	123690	4	NA	YAL059W
224	chrI	123843	123921	+	123875	3.724848	0.931212	123869	123917	49	NA	YAL059W
227	chrI	125009	125072	+	125071	11.484946	7.13929	125039	125071	33	NA	YAL060W
229	chrI	125511	125588	+	125564	10.243331	3.414443	125513	125587	75	NA	YAL060W
230	chrI	125630	125775	+	125763	17.693023	11.484944	125710	125763	54	NA	YAL060W
231	chrI	125876	125921	+	125879	9.932926	1.862423	125879	125915	37	NA	YAL060W
232	chrI	126048	126170	+	126111	4.035252	0.620808	126071	126165	95	NA	YAL060W
234	chrI	126224	126346	+	126340	8.070503	1.862423	126236	126340	105	NA	YAL060W
235	chrI	126482	126499	+	126482	2.483232	1.241616	126482	126499	18	NA	YAL060W
237	chrI	127837	127851	+	127837	1.862424	1.241616	127837	127851	15	NA	NA
238	chrI	128150	128153	+	128150	1.241616	0.620808	128150	128153	4	NA	NA
240	chrI	129339	129694	+	129450	103.674913	13.347368	129376	129693	318	NA	YAL061W
241	chrI	129859	129970	+	129923	4.966463	1.862423	129884	129963	80	NA	YAL061W
242	chrI	130222	130275	+	130222	2.483232	0.620808	130222	130275	54	NA	YAL061W
244	chrI	130923	131592	+	131114	164.514088	14.899387	131018	131336	319	NA	YAL062W
248	chrI	132491	132630	+	132498	18.624238	2.793635	132497	132625	129	NA	YAL064W
249	chrI	132917	132927	+	132917	2.793636	0.931212	132917	132927	11	NA	YAL064W
251	chrI	133087	133094	+	133094	1.241616	0.620808	133087	133094	8	NA	YAL064W
252	chrI	133232	133379	+	133270	12.105754	1.862423	133250	133354	105	NA	YAL064W
253	chrI	133525	133570	+	133525	2.483232	0.620808	133525	133570	46	NA	YAL064W
256	chrI	136009	136172	+	136106	20.176256	3.104039	136052	136169	118	NA	YAL064W-B
258	chrI	136288	136371	+	136335	17.382621	3.104039	136288	136336	49	NA	YAL064W-B
261	chrI	136976	137448	+	137173	112.366228	11.795348	137053	137326	274	NA	YAL066W
262	chrI	137700	137827	+	137725	8.691311	2.172827	137718	137795	78	NA	NA
263	chrI	138548	138600	+	138600	5.276867	2.793635	138554	138600	47	NA	NA
264	chrI	138781	138820	+	138781	1.55202	0.931212	138781	138820	40	NA	NA
265	chrI	139189	139220	+	139210	1.55202	0.620808	139189	139220	32	NA	NA
269	chrI	142254	142446	+	142422	48.733416	5.58727	142256	142431	176	NA	YAL068W-A
270	chrI	142596	142669	+	142669	663.953945	625.153456	142669	142669	1	NA	YAL068W-A
271	chrI	142741	142894	+	142840	270.982618	85.050669	142766	142868	103	NA	YAL068W-A
272	chrI	142924	143131	+	143111	103.054109	16.141003	142930	143117	188	NA	YAL068W-A
275	chrI	143848	143873	+	143873	1.55202	1.241616	143848	143873	26	NA	YAL069W
276	chrI	143961	144114	+	144066	9.312119	2.483231	143982	144102	121	NA	YAL069W
278	chrI	144305	144306	+	144305	1.862424	1.241616	144305	144306	2	NA	YAL069W
280	chrI	144636	144677	+	144655	2.172828	1.241616	144636	144677	42	NA	YAL069W
283	chrI	145415	145420	+	145415	1.55202	0.620808	145415	145420	6	NA	YAL069W
284	chrI	145546	145612	+	145546	1.241616	0.310404	145546	145612	67	NA	YAL069W
286	chrI	146152	146154	+	146152	1.55202	0.931212	146152	146154	3	NA	YAL069W
287	chrI	150822	150858	+	150822	1.55202	0.620808	150822	150858	37	NA	NA
288	chrI	150903	150933	+	150931	1.862424	1.241616	150903	150933	31	NA	NA
291	chrI	152475	152548	+	152543	9.932926	5.276866	152476	152543	68	NA	YAR002W
292	chrI	152676	152796	+	152782	9.622524	1.55202	152677	152787	111	NA	YAR002W
293	chrI	152998	153229	+	153032	12.726563	2.483231	153024	153185	162	NA	YAR002W
294	chrI	153421	153425	+	153424	2.483232	1.55202	153421	153425	5	NA	YAR002W
295	chrI	153599	153613	+	153599	1.241616	0.620808	153599	153613	15	NA	YAR002W
297	chrI	155387	155387	+	155387	1.241616	1.241616	155387	155387	1	NA	YAR003W
300	chrI	155890	156164	+	155944	43.14615	8.070501	155913	156064	152	NA	YAR003W
303	chrI	159091	159112	+	159091	4.035251	3.724847	159091	159091	1	NA	YAR008W
305	chrI	166191	166224	+	166191	1.241616	0.620808	166191	166224	34	NA	NA
308	chrI	169426	169586	+	169535	132.232071	41.283719	169436	169536	101	NA	YAR015W
310	chrI	169617	170149	+	169925	152.718735	35.386045	169685	169996	312	NA	YAR015W
311	chrI	170856	170933	+	170933	4.656059	1.862423	170878	170933	56	NA	NA
312	chrI	171904	172046	+	171921	10.243332	1.241616	171921	172042	122	NA	NA
313	chrI	172145	172160	+	172152	1.241616	0.620808	172145	172160	16	NA	NA
315	chrI	175270	175350	+	175312	73.87613	22.038677	175298	175342	45	NA	YAR019W-A
317	chrI	176650	176707	+	176697	3.414444	0.931212	176664	176697	34	NA	NA
319	chrI	179517	179560	+	179535	1.55202	0.620808	179517	179560	44	NA	NA
320	chrI	179862	179899	+	179896	8.691311	3.104039	179865	179899	35	NA	NA
321	chrI	180195	180328	+	180328	18.003429	4.035251	180225	180328	104	NA	NA
322	chrI	181420	181464	+	181427	3.10404	0.931212	181427	181446	20	NA	NA
328	chrI	184187	184360	+	184268	36.317261	8.691309	184189	184299	111	NA	YAR027W
330	chrI	185110	185165	+	185110	2.483232	0.620808	185110	185165	56	NA	YAR028W
331	chrI	185202	185264	+	185231	28.867565	6.518482	185229	185264	36	NA	YAR028W
332	chrI	185514	185599	+	185564	2.483232	0.931212	185514	185599	86	NA	YAR028W
338	chrI	186903	187006	+	186986	179.723864	52.768663	186951	186997	47	NA	YAR031W
339	chrI	187161	187248	+	187171	10.24333	3.414443	187161	187224	64	NA	YAR031W
340	chrI	187290	187448	+	187395	49.043822	10.864137	187318	187422	105	NA	YAR031W
342	chrI	188284	188320	+	188284	4.035251	3.104039	188284	188318	35	NA	YAR033W
343	chrI	188441	188466	+	188465	2.483232	1.241616	188441	188466	26	NA	YAR033W
344	chrI	188838	188944	+	188854	52.768668	18.624234	188849	188932	84	NA	NA
348	chrI	190331	190385	+	190381	4.65606	1.55202	190331	190382	52	NA	YAR035W
349	chrI	191528	191674	+	191563	22.03868	5.276866	191531	191624	94	NA	YAR035W
350	chrI	191774	191830	+	191817	4.656059	1.862423	191778	191817	40	NA	YAR035W
351	chrI	191916	192049	+	191933	27.936354	8.380905	191926	191983	58	NA	YAR035W
353	chrI	192896	192949	+	192898	5.587271	1.862423	192898	192949	52	NA	YAR042W
355	chrI	193279	193307	+	193307	1.241616	0.620808	193279	193307	29	NA	YAR042W
356	chrI	193593	193594	+	193594	2.483231	2.172827	193593	193594	2	NA	YAR042W
357	chrI	193699	193729	+	193728	5.276866	2.793635	193728	193729	2	NA	YAR042W
358	chrI	194144	194204	+	194173	5.276868	1.241616	194144	194203	60	NA	YAR042W
360	chrI	194433	194576	+	194576	11.174544	1.55202	194449	194576	128	NA	YAR042W
361	chrI	194885	194947	+	194913	3.10404	0.931212	194885	194941	57	NA	YAR042W
363	chrI	195193	195262	+	195234	2.172828	0.620808	195193	195262	70	NA	YAR042W
365	chrI	195518	195859	+	195813	25.453125	6.518482	195592	195815	224	NA	YAR042W
366	chrI	195897	196043	+	195947	3.724848	0.931212	195917	196026	110	NA	YAR042W
368	chrI	198472	198553	+	198530	63.322398	24.211504	198472	198538	67	NA	NA
370	chrI	198713	199136	+	199134	125.403187	20.176254	198750	199134	385	NA	NA
371	chrI	199207	199500	+	199263	105.537331	9.001713	199216	199445	230	NA	NA
372	chrI	200600	200707	+	200628	93.121173	17.693022	200618	200647	30	NA	NA
374	chrI	201230	201260	+	201232	2.483232	1.241616	201230	201260	31	NA	NA
376	chrI	207597	207636	+	207624	7.13929	2.172827	207603	207624	22	NA	YAR050W
379	chrI	208739	208855	+	208811	8.070504	1.241616	208749	208829	81	NA	NA
380	chrI	208957	208978	+	208960	2.793636	1.241616	208957	208978	22	NA	NA
382	chrI	225666	225699	+	225686	4.966463	1.862423	225678	225692	15	NA	YAR071W
383	chrI	226449	226459	+	226450	3.724847	1.862423	226449	226456	8	NA	YAR071W
386	chrII	5894	5932	+	5930	2.483232	1.55202	5894	5932	39	NA	YBL004W
391	chrII	9331	9332	+	9332	15.520195	15.209791	9332	9332	1	NA	YBL005W-A
392	chrII	9730	9761	+	9761	1.241616	0.620808	9730	9761	32	NA	NA
393	chrII	10705	10759	+	10759	10.864138	3.414443	10722	10759	38	NA	NA
398	chrII	21476	21507	+	21476	2.483232	0.620808	21476	21507	32	NA	NA
401	chrII	24374	24535	+	24517	8.380908	0.931212	24424	24532	109	NA	YBL005W
402	chrII	24604	24697	+	24680	7.139292	1.55202	24607	24691	85	NA	YBL005W
405	chrII	28477	28687	+	28687	24.521911	4.345655	28496	28687	192	NA	NA
408	chrII	29989	30004	+	29989	1.241616	0.310404	29989	30004	16	NA	YBL008W
409	chrII	30467	30532	+	30475	5.897676	1.55202	30471	30517	47	NA	YBL008W
410	chrII	30757	30784	+	30757	2.793636	1.241616	30757	30784	28	NA	YBL008W
412	chrII	32019	32043	+	32021	3.10404	0.931212	32020	32043	24	NA	YBL008W
416	chrII	33562	33606	+	33563	5.587272	1.241616	33563	33605	43	NA	YBL008W
419	chrII	34577	34612	+	34588	1.862424	0.620808	34577	34612	36	NA	YBL008W
421	chrII	37215	37535	+	37311	18.62424	1.55202	37242	37483	242	NA	YBL009W
422	chrII	37566	37685	+	37626	17.072217	7.13929	37582	37658	77	NA	YBL009W
423	chrII	37920	37971	+	37953	2.793636	1.241616	37920	37971	52	NA	YBL009W
424	chrII	38032	38113	+	38113	3.724848	0.931212	38032	38113	82	NA	YBL009W
426	chrII	38324	38679	+	38623	79.463407	19.245042	38425	38636	212	NA	YBL009W
428	chrII	39345	39436	+	39345	2.172828	0.620808	39345	39436	92	NA	YBL011W
429	chrII	39589	39614	+	39589	2.483232	0.931212	39589	39614	26	NA	YBL011W
430	chrII	39751	39800	+	39751	2.172828	0.620808	39751	39800	50	NA	YBL011W
433	chrII	39973	40280	+	40179	58.976752	4.966462	40027	40218	192	NA	YBL011W
435	chrII	40974	41205	+	41190	28.867567	3.724847	40997	41204	208	NA	YBL013W
436	chrII	41516	41517	+	41516	1.862424	1.241616	41516	41517	2	NA	YBL013W
439	chrII	41951	42067	+	42041	11.174543	2.172827	41989	42059	71	NA	YBL013W
441	chrII	42516	42709	+	42516	16.45141	4.966462	42516	42670	155	NA	YBL013W
443	chrII	43570	43578	+	43570	2.483232	1.241616	43570	43578	9	NA	YBL015W
444	chrII	43710	43757	+	43731	2.483232	0.931212	43710	43757	48	NA	YBL015W
449	chrII	45977	46164	+	45981	360.37894	69.530474	45981	46087	107	NA	YBL016W
450	chrII	46559	46610	+	46583	14.89939	4.035251	46575	46595	21	NA	NA
451	chrII	46742	46793	+	46778	40.662911	19.555446	46774	46782	9	NA	NA
452	chrII	46895	46927	+	46895	1.862424	0.620808	46895	46927	33	NA	NA
455	chrII	47420	47435	+	47420	1.55202	0.620808	47420	47435	16	NA	NA
460	chrII	49766	49772	+	49772	1.241616	0.931212	49766	49772	7	NA	YBL020W
461	chrII	49854	49969	+	49906	6.518484	1.55202	49884	49961	78	NA	YBL020W
463	chrII	50124	50139	+	50124	2.483232	1.241616	50124	50139	16	NA	YBL020W
464	chrII	50426	50428	+	50426	6.518482	3.104039	50426	50427	2	NA	YBL020W
465	chrII	50530	50642	+	50602	4.65606	1.241616	50532	50626	95	NA	YBL020W
472	chrII	63842	63983	+	63909	26.073933	6.208078	63846	63963	118	NA	YBL024W
473	chrII	64014	64079	+	64064	25.142718	6.518482	64017	64064	48	NA	YBL024W
474	chrII	64115	64330	+	64190	10.864139	2.172827	64124	64306	183	NA	YBL024W
475	chrII	64553	64598	+	64572	3.414443	2.172827	64556	64572	17	NA	YBL024W
477	chrII	64888	64999	+	64952	8.691312	1.241616	64896	64995	100	NA	YBL024W
478	chrII	65055	65150	+	65057	28.246757	9.001713	65057	65094	38	NA	YBL024W
479	chrII	65209	65210	+	65210	2.172828	1.55202	65209	65210	2	NA	YBL024W
480	chrII	65502	65641	+	65633	41.283723	19.555446	65582	65635	54	NA	YBL024W
481	chrII	65878	65999	+	65880	19.245045	7.13929	65880	65935	56	NA	YBL024W
482	chrII	66251	66265	+	66251	1.55202	0.931212	66251	66265	15	NA	YBL024W
483	chrII	66462	66468	+	66467	8.380905	5.58727	66466	66467	2	NA	YBL024W
486	chrII	72154	72341	+	72154	27.936354	6.208078	72154	72303	150	NA	YBL025W
488	chrII	72534	72546	+	72546	1.862424	0.931212	72534	72546	13	NA	YBL025W
493	chrII	75536	75591	+	75546	4.035251	1.862423	75543	75571	29	NA	YBL026W
494	chrII	75647	75649	+	75647	5.58727	2.793635	75647	75648	2	NA	YBL026W
495	chrII	76139	76143	+	76141	3.414443	1.862423	76141	76143	3	NA	YBL026W
497	chrII	76458	76642	+	76590	26.694742	4.035251	76477	76640	164	NA	YBL026W
498	chrII	76723	76739	+	76723	6.518483	3.104039	76723	76734	12	NA	YBL026W
499	chrII	76921	76941	+	76941	3.104039	2.483231	76921	76941	21	NA	YBL026W
500	chrII	77283	77313	+	77289	4.65606	1.241616	77284	77313	30	NA	YBL026W
501	chrII	77498	77498	+	77498	1.241616	1.241616	77498	77498	1	NA	YBL026W
502	chrII	77614	77616	+	77616	3.414443	2.793635	77615	77616	2	NA	YBL026W
503	chrII	77923	78041	+	77975	4.035252	0.931212	77927	78024	98	NA	YBL026W
506	chrII	78820	78866	+	78828	8.69131	4.035251	78828	78862	35	NA	YBL026W
507	chrII	79273	79306	+	79277	4.345656	1.55202	79277	79301	25	NA	YBL026W
508	chrII	79489	79528	+	79489	5.276866	1.862423	79489	79528	40	NA	YBL026W
509	chrII	84505	84563	+	84547	3.10404	0.931212	84505	84563	59	NA	NA
510	chrII	88005	88095	+	88049	22.03868	7.449694	88028	88060	33	NA	NA
511	chrII	88164	88229	+	88226	4.035252	1.55202	88179	88226	48	NA	NA
514	chrII	90047	90206	+	90099	17.693026	4.656059	90086	90189	104	NA	YBL031W
516	chrII	90954	91176	+	91104	20.176258	4.035251	90999	91132	134	NA	YBL032W
517	chrII	91208	91288	+	91241	5.587271	1.862423	91208	91287	80	NA	YBL032W
522	chrII	92573	92653	+	92583	4.65606	0.931212	92573	92651	79	NA	YBL038W
523	chrII	92736	92782	+	92736	2.172828	0.620808	92736	92782	47	NA	YBL038W
524	chrII	92855	92867	+	92857	1.241616	0.620808	92855	92867	13	NA	YBL038W
525	chrII	93034	93075	+	93072	4.035252	1.241616	93034	93075	42	NA	YBL038W
527	chrII	96281	96421	+	96402	15.209795	2.793635	96284	96421	138	NA	NA
528	chrII	100386	100459	+	100386	3.10404	0.620808	100386	100457	72	NA	NA
531	chrII	101982	102061	+	102061	4.345656	0.931212	101983	102061	79	NA	YBL041W
532	chrII	102228	102261	+	102228	1.241616	0.620808	102228	102261	34	NA	YBL041W
534	chrII	102926	102948	+	102928	2.172828	1.241616	102926	102948	23	NA	YBL041W
536	chrII	103228	103315	+	103228	3.724848	0.931212	103228	103289	62	NA	YBL041W
538	chrII	103653	103699	+	103653	2.483232	0.620808	103653	103699	47	NA	YBL041W
539	chrII	103769	103769	+	103769	1.55202	1.55202	103769	103769	1	NA	YBL041W
540	chrII	104688	104698	+	104697	1.241616	0.620808	104688	104698	11	NA	YBL041W
546	chrII	108417	108443	+	108417	1.55202	1.241616	108417	108443	27	NA	YBL044W
548	chrII	108976	108988	+	108976	2.172828	0.931212	108976	108988	13	NA	YBL044W
550	chrII	110647	110747	+	110700	323.440869	87.5339	110672	110707	36	NA	YBL046W
551	chrII	110852	110866	+	110857	7.760098	3.724847	110855	110857	3	NA	YBL046W
554	chrII	111575	112125	+	111911	163.272466	9.622521	111692	111986	295	NA	YBL048W
555	chrII	112157	112263	+	112176	11.484946	1.862423	112158	112246	89	NA	YBL048W
556	chrII	112336	112511	+	112392	55.872708	10.243329	112349	112422	74	NA	YBL048W
559	chrII	113824	114133	+	114001	53.079074	5.276866	113841	114039	199	NA	YBL049W
560	chrII	114250	114339	+	114284	7.139292	1.55202	114257	114333	77	NA	YBL049W
561	chrII	114432	114676	+	114600	29.177974	4.656059	114457	114619	163	NA	YBL049W
563	chrII	114706	115065	+	114937	75.428159	7.760098	114727	115058	332	NA	YBL049W
568	chrII	117577	117613	+	117613	1.241616	0.620808	117577	117613	37	NA	YBL050W
569	chrII	117851	117855	+	117855	1.241616	0.931212	117851	117855	5	NA	YBL050W
570	chrII	117916	117976	+	117955	3.10404	1.241616	117945	117955	11	NA	YBL050W
572	chrII	118117	118182	+	118117	4.035251	1.862423	118117	118182	66	NA	YBL050W
575	chrII	118461	118473	+	118461	1.241616	0.310404	118461	118473	13	NA	YBL050W
